id,name,buy,sell,supply,demand
11533,"Vigorous Leather Shoes",129,368,26,122
11534,"Hearty Leather Shoes",156,235,130,407
11535,"Vigorous Leather Shoes",144,428,187,970
11536,"Mighty Seeker Coat",302,722,1093,1909
11537,"Vital Seeker Coat",62,335,130,381
11538,"Mighty Seeker Coat",603,1069,448,273
11539,"Vital Seeker Coat",606,1586,88,214
11540,"Precise Seeker Coat",73,334,218,860
11541,"Resilient Seeker Coat",47,332,90,53
11542,"Healing Seeker Coat",51,325,168,768
11543,"Precise Seeker Coat",756,1242,105,198
11544,"Resilient Seeker Coat",893,1972,171,409
11546,"Vigorous Outlaw Coat",307,995,114,276
11547,"Strong Outlaw Coat",728,1883,186,106
11549,"Strong Outlaw Coat",550,1220,78,112
11550,"Vigorous Outlaw Coat",200,1044,195,539
11551,"Honed Outlaw Coat",99,1418,174,1072
11552,"Honed Outlaw Coat",727,1392,90,265
11553,"Hearty Outlaw Coat",118,1392,167,624
11555,"Strong Leather Coat",1067,4978,54,114
11556,"Hearty Leather Coat",643,2071,51,550
11557,"Ravaging Leather Coat",270,963,163,162
11558,"Honed Leather Coat",259,975,145,49
11559,"Ravaging Leather Coat",769,2995,87,138
11560,"Honed Leather Coat",1442,7080,24,191
11562,"Strong Leather Coat",252,977,133,217
11563,"Vigorous Leather Coat",363,1127,233,228
11564,"Hearty Leather Coat",263,1000,155,383
11565,"Vigorous Leather Coat",1035,2385,94,202
11566,"Mighty Seeker Gloves",215,414,1372,890
11567,"Vital Seeker Gloves",61,156,557,1007
11568,"Mighty Seeker Gloves",762,1467,1012,1272
11569,"Vital Seeker Gloves",568,1539,128,101
11570,"Precise Seeker Gloves",55,414,105,1286
11571,"Resilient Seeker Gloves",57,198,63,730
11572,"Healing Seeker Gloves",101,224,173,1258
11573,"Precise Seeker Gloves",569,1891,214,267
11574,"Resilient Seeker Gloves",642,1873,129,270
11576,"Vigorous Outlaw Gloves",109,284,77,235
11577,"Strong Outlaw Gloves",103,392,298,300
11579,"Strong Outlaw Gloves",204,827,63,304
11580,"Vigorous Outlaw Gloves",61,297,108,96
11581,"Honed Outlaw Gloves",80,249,296,412
11582,"Honed Outlaw Gloves",104,315,138,327
11583,"Hearty Outlaw Gloves",67,171,228,757
11585,"Strong Leather Gloves",145,437,79,201
11586,"Hearty Leather Gloves",182,378,42,319
11587,"Ravaging Leather Gloves",121,300,56,294
11588,"Honed Leather Gloves",116,223,147,364
11589,"Ravaging Leather Gloves",175,419,162,659
11590,"Honed Leather Gloves",160,537,83,290
11592,"Strong Leather Gloves",114,236,278,756
11593,"Vigorous Leather Gloves",102,346,81,256
11594,"Hearty Leather Gloves",115,224,173,550
11595,"Vigorous Leather Gloves",185,385,91,469
11596,"Mighty Seeker Pants",435,627,542,1389
11597,"Vital Seeker Pants",91,298,647,994
11598,"Mighty Seeker Pants",790,1781,823,273
11599,"Vital Seeker Pants",731,1536,133,146
11600,"Precise Seeker Pants",61,297,148,409
11601,"Resilient Seeker Pants",40,298,148,877
11602,"Healing Seeker Pants",42,290,122,908
11603,"Precise Seeker Pants",242,2379,135,358
11604,"Resilient Seeker Pants",786,1669,137,228
11606,"Vigorous Outlaw Pants",707,1300,43,407
11607,"Strong Outlaw Pants",868,1397,488,450
11609,"Strong Outlaw Pants",1451,2400,58,230
11610,"Vigorous Outlaw Pants",179,1279,97,541
11611,"Honed Outlaw Pants",169,1597,91,602
11612,"Honed Outlaw Pants",1450,2679,29,230
11613,"Hearty Outlaw Pants",161,2094,65,373
11615,"Strong Leather Pants",1543,4542,32,131
11616,"Hearty Leather Pants",1027,4168,41,219
11617,"Ravaging Leather Pants",156,944,55,15
11618,"Honed Leather Pants",184,955,102,282
11619,"Ravaging Leather Pants",527,4566,7,172
11620,"Honed Leather Pants",1528,6000,5,166
11622,"Strong Leather Pants",148,925,126,313
11623,"Vigorous Leather Pants",167,977,81,436
11624,"Hearty Leather Pants",131,960,146,323
11625,"Vigorous Leather Pants",1130,4456,36,116
11627,"Strong Leather Shoulders",135,430,207,464
11628,"Hearty Leather Shoulders",146,691,121,441
11629,"Honed Leather Shoulders",86,317,128,944
11630,"Ravaging Leather Shoulders",122,390,34,335
11631,"Honed Leather Shoulders",447,841,119,104
11633,"Ravaging Leather Shoulders",158,553,72,147
11634,"Strong Leather Shoulders",135,256,85,140
11635,"Hearty Leather Shoulders",126,329,135,406
11636,"Vigorous Leather Shoulders",134,596,37,414
11637,"Vigorous Leather Shoulders",126,335,115,115
11638,"Mighty Seeker Mask",72,150,268,669
11639,"Vital Seeker Mask",56,180,123,1035
11640,"Mighty Seeker Mask",567,1249,811,602
11641,"Vital Seeker Mask",103,228,497,359
11642,"Precise Seeker Mask",55,136,90,546
11643,"Resilient Seeker Mask",71,161,115,227
11644,"Healing Seeker Mask",93,100,263,1351
11645,"Precise Seeker Mask",477,695,417,445
11646,"Resilient Seeker Mask",296,374,532,179
11648,"Vigorous Outlaw Mask",133,222,153,1059
11649,"Strong Outlaw Mask",54,258,268,238
11651,"Strong Outlaw Mask",389,469,47,444
11652,"Vigorous Outlaw Mask",61,297,118,104
11653,"Honed Outlaw Mask",61,257,212,363
11654,"Honed Outlaw Mask",119,212,106,336
11655,"Hearty Outlaw Mask",100,190,140,215
11656,"Ravaging Leather Mask",164,346,151,75
11657,"Strong Leather Mask",156,941,41,380
11658,"Hearty Leather Mask",173,510,69,151
11660,"Honed Leather Mask",132,291,126,302
11661,"Ravaging Leather Mask",152,509,163,167
11663,"Honed Leather Mask",166,596,146,163
11664,"Strong Leather Mask",129,278,189,340
11665,"Vigorous Leather Mask",122,395,55,106
11666,"Hearty Leather Mask",129,305,126,147
11667,"Vigorous Leather Mask",178,546,83,271
11668,"Malign Seeker Pants",148,516,91,342
11669,"Healing Seeker Pants",534,1495,73,63
11670,"Malign Seeker Pants",727,1981,91,191
11671,"Ravaging Outlaw Pants",153,1326,133,327
11672,"Ravaging Outlaw Pants",800,1149,51,33
11673,"Hearty Outlaw Pants",1071,1664,27,190
11674,"Malign Seeker Coat",583,882,290,122
11675,"Healing Seeker Coat",715,1975,140,122
11676,"Malign Seeker Coat",165,505,123,339
11677,"Ravaging Outlaw Coat",174,818,179,161
11678,"Ravaging Outlaw Coat",473,874,108,530
11679,"Hearty Outlaw Coat",853,1120,114,527
11680,"Malign Seeker Gloves",390,1197,307,208
11681,"Healing Seeker Gloves",155,694,73,69
11682,"Malign Seeker Gloves",102,258,377,335
11683,"Ravaging Outlaw Gloves",63,296,96,575
11684,"Ravaging Outlaw Gloves",104,259,235,943
11685,"Hearty Outlaw Gloves",122,218,122,618
11686,"Malign Seeker Boots",142,368,601,2208
11687,"Healing Seeker Boots",204,834,174,379
11688,"Malign Seeker Boots",43,240,233,1115
11689,"Ravaging Outlaw Boots",75,169,164,1928
11690,"Ravaging Outlaw Boots",111,194,320,792
11691,"Hearty Outlaw Boots",271,288,340,745
11692,"Mighty Seeker Shoulders",72,194,416,1190
11693,"Vital Seeker Shoulders",46,196,154,587
11694,"Healing Seeker Shoulders",70,205,384,1070
11695,"Precise Seeker Shoulders",49,197,533,1699
11696,"Resilient Seeker Shoulders",49,209,279,2666
11697,"Malign Seeker Shoulders",100,200,873,7355
11698,"Malign Seeker Shoulders",100,198,309,919
11699,"Healing Seeker Shoulders",104,212,237,1044
11700,"Mighty Seeker Shoulders",211,554,802,1042
11701,"Precise Seeker Shoulders",124,279,335,381
11702,"Resilient Seeker Shoulders",111,214,200,1205
11703,"Vital Seeker Shoulders",116,332,150,693
11704,"Ravaging Outlaw Shoulders",58,726,61,1680
11706,"Vigorous Outlaw Shoulders",71,270,169,100
11707,"Strong Outlaw Shoulders",157,796,280,686
11708,"Honed Outlaw Shoulders",63,459,272,63
11709,"Hearty Outlaw Shoulders",52,294,278,321
11710,"Ravaging Outlaw Shoulders",220,402,310,921
11712,"Vigorous Outlaw Shoulders",164,455,123,211
11713,"Strong Outlaw Shoulders",1450,1950,27,251
11714,"Honed Outlaw Shoulders",1150,1183,102,327
11715,"Hearty Outlaw Shoulders",653,850,54,199
11716,"Malign Seeker Mask",66,215,671,322
11717,"Healing Seeker Mask",91,309,434,482
11718,"Malign Seeker Mask",70,149,437,762
11719,"Ravaging Outlaw Mask",64,188,180,1303
11720,"Ravaging Outlaw Mask",120,215,143,279
11721,"Hearty Outlaw Mask",130,249,186,244
11722,"Valkyrie Rascal Pants",677,2318,140,38
11723,"Carrion Rascal Pants",476,2036,123,2187
11724,"Knight's Rascal Pants",1061,1923,115,66
11725,"Rampager's Rascal Pants",417,1850,116,49
11726,"Berserker's Rascal Pants",1111,1764,94,1575
11727,"Cleric's Rascal Pants",817,1948,129,65
11729,"Berserker's Rascal Pants",4493,7995,47,204
11730,"Cleric's Rascal Pants",692,2658,57,234
11731,"Valkyrie Rascal Pants",856,2811,63,453
11732,"Carrion Rascal Pants",1268,2440,54,311
11733,"Knight's Rascal Pants",1095,2484,86,250
11734,"Rampager's Rascal Pants",723,2484,51,318
11736,"Carrion Prowler Pants",139,971,55,1032
11737,"Knight's Prowler Pants",134,1077,95,1103
11738,"Valkyrie Prowler Pants",260,1026,131,662
11739,"Cleric's Prowler Pants",155,895,114,698
11741,"Berserker's Prowler Pants",123,897,107,247
11742,"Cleric's Prowler Pants",100,1018,149,240
11743,"Valkyrie Prowler Pants",111,1094,67,137
11744,"Carrion Prowler Pants",178,1043,104,220
11745,"Knight's Prowler Pants",226,1029,86,142
11746,"Berserker's Prowler Pants",204,1389,72,587
11747,"Rampager's Prowler Pants",120,899,134,166
11749,"Rampager's Prowler Pants",122,874,108,689
11750,"Carrion Noble Pants",3110,5759,56,32
11751,"Cleric's Noble Pants",3073,4997,37,45
11753,"Berserker's Noble Pants",5370,8997,105,78
11754,"Rampager's Noble Pants",3264,5494,62,36
11755,"Knight's Noble Pants",3233,6050,48,22
11756,"Valkyrie Noble Pants",3610,6230,39,57
11757,"Carrion Emblazoned Pants",14550,18892,58,98
11758,"Cleric's Emblazoned Pants",6570,10067,101,132
11760,"Berserker's Emblazoned Pants",44450,57550,82,131
11761,"Rampager's Emblazoned Pants",13141,14641,89,40
11762,"Knight's Emblazoned Pants",27158,37354,26,57
11763,"Valkyrie Emblazoned Pants",32765,53017,34,54
11764,"Valkyrie Rascal Coat",825,1828,216,105
11765,"Carrion Rascal Coat",794,2484,139,784
11766,"Knight's Rascal Coat",776,2059,223,100
11767,"Rampager's Rascal Coat",689,1966,193,37
11768,"Berserker's Rascal Coat",648,2485,112,113
11769,"Cleric's Rascal Coat",694,2040,268,279
11771,"Berserker's Rascal Coat",714,5473,17,210
11772,"Cleric's Rascal Coat",1268,2065,134,365
11773,"Valkyrie Rascal Coat",1010,2532,100,515
11774,"Carrion Rascal Coat",658,2214,115,601
11775,"Knight's Rascal Coat",1017,2384,107,361
11776,"Rampager's Rascal Coat",969,2800,105,437
11778,"Carrion Prowler Coat",215,556,138,755
11779,"Knight's Prowler Coat",149,684,134,2796
11780,"Valkyrie Prowler Coat",110,790,61,469
11781,"Cleric's Prowler Coat",153,740,113,3547
11783,"Berserker's Prowler Coat",100,734,123,49
11784,"Cleric's Prowler Coat",134,745,77,9
11785,"Valkyrie Prowler Coat",107,784,121,132
11786,"Carrion Prowler Coat",156,856,68,155
11787,"Knight's Prowler Coat",129,716,104,130
11788,"Berserker's Prowler Coat",153,556,106,557
11789,"Rampager's Prowler Coat",139,794,130,91
11791,"Rampager's Prowler Coat",128,722,85,1005
11792,"Carrion Noble Coat",3435,5090,111,36
11793,"Cleric's Noble Coat",3728,4328,99,53
11795,"Berserker's Noble Coat",3566,6986,71,55
11796,"Rampager's Noble Coat",3180,5778,65,25
11797,"Knight's Noble Coat",3856,5066,65,29
11798,"Valkyrie Noble Coat",3300,5794,57,13
11799,"Carrion Emblazoned Coat",9050,12026,83,61
11800,"Cleric's Emblazoned Coat",7011,9906,109,86
11802,"Berserker's Emblazoned Coat",44445,54094,99,144
11803,"Rampager's Emblazoned Coat",6920,10198,121,80
11804,"Knight's Emblazoned Coat",11105,23056,75,51
11805,"Valkyrie Emblazoned Coat",20270,35364,99,61
11806,"Valkyrie Rascal Gloves",239,470,242,218
11807,"Carrion Rascal Gloves",217,499,225,1147
11808,"Knight's Rascal Gloves",190,479,172,63
11809,"Rampager's Rascal Gloves",143,402,350,177
11810,"Berserker's Rascal Gloves",234,412,469,223
11811,"Cleric's Rascal Gloves",240,401,296,110
11813,"Berserker's Rascal Gloves",211,490,207,829
11814,"Cleric's Rascal Gloves",189,280,102,780
11815,"Valkyrie Rascal Gloves",170,261,206,1613
11816,"Carrion Rascal Gloves",118,275,321,728
11817,"Knight's Rascal Gloves",164,200,461,109
11818,"Rampager's Rascal Gloves",181,363,152,526
11820,"Carrion Prowler Gloves",129,243,163,813
11821,"Knight's Prowler Gloves",120,239,132,1104
11822,"Valkyrie Prowler Gloves",115,292,154,627
11823,"Cleric's Prowler Gloves",142,236,146,2163
11825,"Berserker's Prowler Gloves",91,240,191,359
11826,"Cleric's Prowler Gloves",91,239,209,79
11827,"Valkyrie Prowler Gloves",86,250,203,84
11828,"Carrion Prowler Gloves",86,255,194,47
11829,"Knight's Prowler Gloves",86,360,168,46
11830,"Berserker's Prowler Gloves",120,422,41,745
11831,"Rampager's Prowler Gloves",91,237,176,91
11833,"Rampager's Prowler Gloves",127,240,160,588
11834,"Carrion Noble Gloves",2849,4077,89,48
11835,"Cleric's Noble Gloves",2800,7684,7,37
11837,"Berserker's Noble Gloves",2806,6792,62,42
11838,"Rampager's Noble Gloves",2796,4008,63,59
11839,"Knight's Noble Gloves",2650,4156,55,61
11840,"Valkyrie Noble Gloves",2770,3999,22,73
11841,"Carrion Emblazoned Gloves",10000,11995,112,63
11842,"Cleric's Emblazoned Gloves",6773,9538,142,55
11844,"Berserker's Emblazoned Gloves",44448,55493,68,87
11845,"Rampager's Emblazoned Gloves",7251,10295,116,141
11846,"Knight's Emblazoned Gloves",12143,16052,170,36
11847,"Valkyrie Emblazoned Gloves",19009,45910,48,77
11848,"Valkyrie Rascal Boots",185,567,53,683
11849,"Carrion Rascal Boots",293,498,142,1129
11850,"Knight's Rascal Boots",243,558,126,216
11851,"Rampager's Rascal Boots",208,443,207,829
11852,"Berserker's Rascal Boots",218,590,239,122
11853,"Cleric's Rascal Boots",285,428,157,127
11855,"Berserker's Rascal Boots",208,500,348,2870
11856,"Cleric's Rascal Boots",171,423,54,1181
11857,"Valkyrie Rascal Boots",176,569,224,1229
11858,"Carrion Rascal Boots",195,425,159,2290
11859,"Knight's Rascal Boots",169,440,176,1802
11860,"Rampager's Rascal Boots",120,423,193,1914
11862,"Carrion Prowler Boots",120,225,136,1889
11863,"Knight's Prowler Boots",133,203,183,1081
11864,"Valkyrie Prowler Boots",129,199,367,1067
11865,"Cleric's Prowler Boots",126,222,76,633
11867,"Berserker's Prowler Boots",91,176,392,35
11868,"Cleric's Prowler Boots",0,200,244,0
11869,"Valkyrie Prowler Boots",86,233,389,121
11870,"Carrion Prowler Boots",96,282,627,240
11871,"Knight's Prowler Boots",86,300,323,46
11872,"Berserker's Prowler Boots",128,200,63,538
11873,"Rampager's Prowler Boots",91,201,211,100
11875,"Rampager's Prowler Boots",139,220,227,1548
11876,"Carrion Noble Boots",2463,4380,103,41
11877,"Cleric's Noble Boots",2681,4383,73,83
11879,"Berserker's Noble Boots",3273,4767,126,70
11880,"Rampager's Noble Boots",2938,4589,83,42
11881,"Knight's Noble Boots",2707,4190,92,40
11882,"Valkyrie Noble Boots",2419,4485,67,102
11883,"Carrion Emblazoned Boots",9142,12045,80,56
11884,"Cleric's Emblazoned Boots",6944,9198,89,38
11886,"Berserker's Emblazoned Boots",45042,54050,40,71
11887,"Rampager's Emblazoned Boots",8353,11085,114,55
11888,"Knight's Emblazoned Boots",14441,18553,105,56
11889,"Valkyrie Emblazoned Boots",29303,41035,40,50
11890,"Valkyrie Rascal Shoulders",219,543,57,276
11891,"Carrion Rascal Shoulders",305,571,136,1018
11892,"Knight's Rascal Shoulders",255,587,118,149
11893,"Rampager's Rascal Shoulders",282,430,217,167
11894,"Berserker's Rascal Shoulders",239,400,700,320
11895,"Cleric's Rascal Shoulders",82,429,142,68
11897,"Berserker's Rascal Shoulders",314,3900,58,287
11898,"Cleric's Rascal Shoulders",264,455,87,244
11899,"Valkyrie Rascal Shoulders",197,461,72,547
11900,"Carrion Rascal Shoulders",199,490,120,417
11901,"Knight's Rascal Shoulders",105,467,136,95
11902,"Rampager's Rascal Shoulders",109,475,114,300
11904,"Carrion Prowler Shoulders",112,265,202,600
11905,"Knight's Prowler Shoulders",114,263,45,658
11906,"Valkyrie Prowler Shoulders",111,405,148,416
11907,"Cleric's Prowler Shoulders",129,225,74,1001
11909,"Berserker's Prowler Shoulders",91,259,122,44
11910,"Cleric's Prowler Shoulders",91,215,151,68
11911,"Valkyrie Prowler Shoulders",86,350,161,40
11912,"Carrion Prowler Shoulders",86,241,215,46
11913,"Knight's Prowler Shoulders",86,540,52,47
11914,"Berserker's Prowler Shoulders",147,557,187,1250
11915,"Rampager's Prowler Shoulders",91,216,308,255
11917,"Rampager's Prowler Shoulders",121,220,126,872
11918,"Carrion Noble Shoulders",2687,3999,77,51
11919,"Cleric's Noble Shoulders",3095,4496,40,25
11921,"Berserker's Noble Shoulders",4566,8587,106,73
11922,"Rampager's Noble Shoulders",3047,4499,58,29
11923,"Knight's Noble Shoulders",3001,4073,52,24
11924,"Valkyrie Noble Shoulders",3175,4774,52,14
11925,"Carrion Emblazoned Shoulders",8250,11999,74,100
11926,"Cleric's Emblazoned Shoulders",6446,9734,137,138
11928,"Berserker's Emblazoned Shoulders",41149,55492,44,103
11929,"Rampager's Emblazoned Shoulders",9150,12526,71,69
11930,"Knight's Emblazoned Shoulders",20579,24555,74,51
11931,"Valkyrie Emblazoned Shoulders",38909,53482,30,72
11932,"Valkyrie Rascal Mask",281,750,80,137
11933,"Carrion Rascal Mask",167,694,70,1349
11934,"Knight's Rascal Mask",304,797,82,133
11935,"Rampager's Rascal Mask",152,635,148,289
11936,"Berserker's Rascal Mask",320,1875,51,89
11937,"Cleric's Rascal Mask",274,633,168,216
11939,"Berserker's Rascal Mask",801,1999,57,156
11940,"Cleric's Rascal Mask",278,614,142,494
11941,"Valkyrie Rascal Mask",268,615,149,558
11942,"Carrion Rascal Mask",265,544,193,448
11943,"Knight's Rascal Mask",304,691,129,328
11944,"Rampager's Rascal Mask",350,543,115,547
11946,"Carrion Prowler Mask",109,316,104,649
11947,"Knight's Prowler Mask",124,322,98,656
11948,"Valkyrie Prowler Mask",128,369,115,683
11949,"Cleric's Prowler Mask",121,320,118,680
11951,"Berserker's Prowler Mask",91,299,207,44
11952,"Cleric's Prowler Mask",91,290,210,43
11953,"Valkyrie Prowler Mask",86,312,224,40
11954,"Carrion Prowler Mask",100,359,302,82
11955,"Knight's Prowler Mask",0,423,208,0
11956,"Berserker's Prowler Mask",111,417,98,645
11957,"Rampager's Prowler Mask",91,290,230,41
11959,"Rampager's Prowler Mask",120,301,252,764
11960,"Carrion Noble Mask",3016,4889,57,53
11961,"Cleric's Noble Mask",3016,4839,58,42
11963,"Berserker's Noble Mask",3168,5166,64,25
11964,"Rampager's Noble Mask",3000,4890,97,34
11965,"Knight's Noble Mask",3161,4886,146,51
11966,"Valkyrie Noble Mask",3040,4871,89,57
11967,"Carrion Emblazoned Helm",7461,11625,98,143
11968,"Cleric's Emblazoned Helm",6586,9512,214,177
11970,"Berserker's Emblazoned Helm",45041,57494,53,368
11971,"Rampager's Emblazoned Helm",6866,10995,129,100
11972,"Knight's Emblazoned Helm",8011,17231,169,76
11973,"Valkyrie Emblazoned Helm",9173,19144,181,49
11974,"Mighty Seeker Pants",268,636,1847,881
11975,"Mighty Seeker Coat",237,400,742,2172
11976,"Mighty Seeker Gloves",74,200,583,1130
11977,"Mighty Seeker Boots",52,199,1023,4236
11978,"Rejuvenating Outlaw Pants",207,1247,104,259
11979,"Rejuvenating Outlaw Pants",1000,1218,65,72
11980,"Rejuvenating Leather Pants",152,879,111,33
11981,"Rejuvenating Leather Pants",677,2660,12,163
11982,"Rejuvenating Outlaw Coat",201,809,173,239
11983,"Rejuvenating Outlaw Coat",500,885,62,191
11984,"Rejuvenating Leather Coat",251,861,122,212
11985,"Rejuvenating Leather Coat",601,1478,65,186
11986,"Rejuvenating Outlaw Gloves",77,182,232,946
11987,"Rejuvenating Outlaw Gloves",113,214,92,1158
11988,"Rejuvenating Leather Gloves",77,235,85,470
11989,"Rejuvenating Leather Gloves",165,394,79,1054
11990,"Rejuvenating Outlaw Boots",67,259,90,378
11991,"Rejuvenating Outlaw Boots",118,198,81,377
11992,"Rejuvenating Leather Shoes",145,239,68,292
11993,"Rejuvenating Leather Shoes",134,537,42,780
11994,"Rejuvenating Outlaw Shoulders",60,300,156,161
11995,"Rejuvenating Outlaw Shoulders",199,432,138,96
11996,"Rejuvenating Leather Shoulders",113,199,209,420
11997,"Rejuvenating Leather Shoulders",146,399,52,290
11998,"Rejuvenating Leather Mask",116,240,215,107
11999,"Rejuvenating Leather Mask",207,398,58,181
12000,"Rejuvenating Outlaw Mask",100,200,138,90
12001,"Rejuvenating Outlaw Mask",101,268,76,633
12002,"Ravaging Noble Pants",3278,6581,45,31
12003,"Rejuvenating Noble Pants",3813,6886,52,24
12004,"Honed Noble Pants",3451,7978,41,37
12006,"Strong Noble Pants",4009,6690,47,59
12007,"Vigorous Noble Pants",1367,6404,51,29
12008,"Hearty Noble Pants",5585,9996,52,65
12009,"Ravaging Noble Pants",3878,7892,70,14
12010,"Rejuvenating Noble Pants",4373,9845,41,21
12011,"Honed Noble Pants",3188,8923,35,79
12013,"Strong Noble Pants",4488,7821,146,36
12014,"Vigorous Noble Pants",3259,9990,35,65
12015,"Hearty Noble Pants",3660,8752,60,43
12016,"Carrion Noble Pants",5137,11890,16,33
12017,"Cleric's Noble Pants",5534,9966,23,57
12019,"Valkyrie Noble Pants",4157,14080,11,29
12020,"Berserker's Noble Pants",8034,9878,63,53
12021,"Rampager's Noble Pants",6237,11110,12,28
12022,"Knight's Noble Pants",1037,13085,14,24
12023,"Ravaging Noble Coat",1822,6655,48,131
12024,"Rejuvenating Noble Coat",3062,6594,35,34
12025,"Honed Noble Coat",4482,9738,19,41
12027,"Strong Noble Coat",3240,6503,46,57
12028,"Vigorous Noble Coat",4270,7567,33,67
12029,"Hearty Noble Coat",2913,7810,40,77
12030,"Ravaging Noble Coat",4577,7793,44,28
12031,"Rejuvenating Noble Coat",4546,7789,73,16
12032,"Honed Noble Coat",3254,10360,34,84
12034,"Strong Noble Coat",4759,7895,61,35
12035,"Vigorous Noble Coat",3728,9993,41,45
12036,"Hearty Noble Coat",4336,9759,85,66
12037,"Carrion Noble Coat",3420,8849,17,29
12038,"Cleric's Noble Coat",4177,7194,15,43
12040,"Valkyrie Noble Coat",5804,7009,65,27
12041,"Berserker's Noble Coat",8433,14732,73,61
12042,"Rampager's Noble Coat",2716,9887,27,33
12043,"Knight's Noble Coat",4085,6789,19,31
12044,"Ravaging Noble Gloves",3277,5303,44,31
12045,"Rejuvenating Noble Gloves",3316,5536,19,33
12046,"Honed Noble Gloves",3927,6804,76,58
12048,"Strong Noble Gloves",4039,7062,29,43
12049,"Vigorous Noble Gloves",3604,6047,54,50
12050,"Hearty Noble Gloves",4813,9999,32,79
12051,"Ravaging Noble Gloves",1655,6625,28,26
12052,"Rejuvenating Noble Gloves",2644,5027,42,44
12053,"Honed Noble Gloves",2098,6967,66,36
12055,"Strong Noble Gloves",3502,5599,74,22
12056,"Vigorous Noble Gloves",2186,7378,58,30
12057,"Hearty Noble Gloves",3368,7965,36,38
12058,"Carrion Noble Gloves",2600,8333,12,46
12059,"Cleric's Noble Gloves",4208,9884,18,35
12061,"Valkyrie Noble Gloves",2869,8006,16,61
12062,"Berserker's Noble Gloves",6701,12675,45,89
12063,"Rampager's Noble Gloves",5561,10906,26,20
12064,"Knight's Noble Gloves",4156,7983,25,44
12065,"Ravaging Noble Boots",3280,5481,53,43
12066,"Rejuvenating Noble Boots",3355,5507,53,150
12067,"Honed Noble Boots",2801,5798,56,40
12069,"Strong Noble Boots",4037,6894,43,41
12070,"Vigorous Noble Boots",3450,5612,89,26
12071,"Hearty Noble Boots",4348,9671,58,96
12072,"Ravaging Noble Boots",3409,8050,26,75
12073,"Rejuvenating Noble Boots",2766,7676,32,12
12074,"Honed Noble Boots",3415,6799,41,77
12076,"Strong Noble Boots",3877,8881,54,86
12077,"Vigorous Noble Boots",1377,4646,52,134
12078,"Hearty Noble Boots",2598,5556,60,31
12079,"Carrion Noble Boots",2113,4552,32,33
12080,"Cleric's Noble Boots",3255,5498,25,35
12082,"Valkyrie Noble Boots",2792,6596,43,29
12083,"Berserker's Noble Boots",6489,13000,53,133
12084,"Rampager's Noble Boots",2316,4840,21,47
12085,"Knight's Noble Boots",3982,7470,23,25
12086,"Ravaging Noble Shoulders",3679,6550,41,55
12087,"Rejuvenating Noble Shoulders",2348,6897,47,19
12088,"Honed Noble Shoulders",4077,7668,37,38
12090,"Strong Noble Shoulders",2930,6493,20,24
12091,"Vigorous Noble Shoulders",2001,5520,38,68
12092,"Hearty Noble Shoulders",2750,9900,76,100
12093,"Ravaging Noble Shoulders",1298,7975,38,26
12094,"Rejuvenating Noble Shoulders",3720,7831,29,22
12095,"Honed Noble Shoulders",1788,6975,44,60
12097,"Strong Noble Shoulders",4243,7780,106,44
12098,"Vigorous Noble Shoulders",2104,6964,60,38
12099,"Hearty Noble Shoulders",2673,4629,52,45
12100,"Carrion Noble Shoulders",5873,9820,29,49
12101,"Cleric's Noble Shoulders",3669,8999,11,41
12103,"Valkyrie Noble Shoulders",4340,8998,12,20
12104,"Berserker's Noble Shoulders",8356,12088,67,66
12105,"Rampager's Noble Shoulders",3737,11100,14,31
12106,"Knight's Noble Shoulders",4740,12962,12,78
12107,"Ravaging Noble Mask",3405,6947,52,24
12108,"Rejuvenating Noble Mask",2019,5686,41,30
12109,"Honed Noble Mask",3365,6977,27,54
12111,"Strong Noble Mask",3515,7454,134,53
12112,"Vigorous Noble Mask",3132,6391,67,74
12113,"Hearty Noble Mask",2842,6985,86,84
12114,"Ravaging Noble Mask",3282,5470,46,28
12115,"Rejuvenating Noble Mask",3891,6612,46,44
12116,"Honed Noble Mask",4746,8635,44,70
12118,"Strong Noble Mask",3714,6528,44,51
12119,"Vigorous Noble Mask",2369,5732,46,46
12120,"Hearty Noble Mask",5569,9931,34,76
12121,"Carrion Noble Mask",5360,10676,16,43
12122,"Cleric's Noble Mask",4084,7785,33,37
12124,"Valkyrie Noble Mask",3547,9987,16,22
12125,"Berserker's Noble Mask",7371,9006,33,70
12126,"Rampager's Noble Mask",4888,10499,18,28
12127,"Knight's Noble Mask",5426,9944,18,32
12128,"Omnomberry",387,388,11368,31707
12129,"Spicy Meat Kabob",25,54,10478,8437
12130,"Roasted Rutabaga",1,5,160333,50284
12131,"Bowl of Watery Mushroom Soup",246,441,527,6226
12132,"Loaf of Bread",0,0,0,0
12133,"Warden Ration",51,168,597,10384
12134,"Carrot",99,125,110070,101833
12135,"Potato",28,43,124074,36957
12136,"Bag of Flour",7,11,111444,80309
12138,"Stick of Butter",23,31,676174,405779
12139,"Bowl of Front Line Stew",113,498,269,1937
12140,"Bowl of Gelatinous Ooze Custard",140,843,574,3858
12142,"Onion",68,85,60815,116008
12143,"Egg",31,39,329017,648175
12144,"Snow Truffle",566,580,2831,13272
12146,"Spinach Salad",2,12,18191,39947
12147,"Mushroom",23,29,179866,246138
12148,"Spicy Flank Steak",211,274,1611,12102
12149,"Bowl of Ettin Stew",18,93,1703,8887
12150,"Eda's Apple Pie",50,132,2113,3034
