Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin,Level,Rarity,Item Type
Ancient Scepter Core,993.75,1822,3315,1559,662,54.541712403952,0,1,5
Chrysocola Mithril Ring,513,3327,4520,141,103,15.419296663661,80,4,15
Coral Mithril Ring,2032.65,2512,5349,153,102,80.917595541401,80,4,15
Beryl Mithril Ring,2168.35,4809,8211,78,75,45.089415678935,80,4,15
Ruby Mithril Earring,2378.4,14606,19984,202,198,16.283719019581,80,4,15
Coral Mithril Earring,930.55,3558,5283,254,230,26.153738055087,80,4,15
Emerald Mithril Earring,1469.15,3662,6039,152,143,40.118787547788,80,4,15
Beryl Mithril Earring,2329.2,4768,8352,213,116,48.85067114094,80,4,15
Sapphire Mithril Amulet,1057.4,3687,5584,301,76,28.679142934635,80,4,15
Ruby Mithril Amulet,6345.55,9618,18783,135,121,65.975774589312,80,4,15
Emerald Mithril Amulet,841.95,3089,4627,277,111,27.256393654904,80,4,15
Beryl Mithril Amulet,1087.3,3550,5458,314,78,30.628169014085,80,4,15
Ruby Orichalcum Amulet,3867.85,38002,49261,157,155,10.178016946476,80,5,15
Coral Orichalcum Amulet,3888.5,33382,43850,62,38,11.648493199928,80,5,15
Emerald Orichalcum Amulet,4107.15,33035,43699,61,55,12.432722869684,80,5,15
Beryl Orichalcum Amulet,3237.55,31511,40883,105,41,10.274348640157,80,5,15
Lucky Pink Rabbit's Foot,19410,23105,50020,197,10,84.007790521532,80,4,15
Carrion Primordus Staff,78075.7,222399,353502,247,6,35.106138067168,80,5,18
Cleric's Primordus Staff,143739.6,191920,394896,77,13,74.895581492288,80,5,18
Valkyrie Primordus Staff,89391,216607,360000,168,12,41.268749394064,80,5,18
Berserker's Primordus Staff,73245.3,240401,368998,150,20,30.467968103294,80,5,18
Rampager's Primordus Staff,53570,252003,359500,177,11,21.257683440277,80,5,18
Knight's Primordus Staff,129960,188788,375000,168,21,68.83912113058,80,5,18
Berserker's Primordus Trident,69986,210512,330000,183,15,33.245610701528,80,5,18
Carrion Primordus Scepter,96583,141415,280000,88,18,68.297563907648,80,5,18
Cleric's Primordus Scepter,93224,153274,290000,80,11,60.821796260292,80,5,18
Berserker's Primordus Scepter,82209.3,167602,293898,153,7,49.050309662176,80,5,18
Rampager's Primordus Scepter,56998,172500,270000,36,18,33.04231884058,80,5,18
Cleric's Primordus Focus,49724.9,150103,235094,34,14,33.127185998947,80,5,18
Valkyrie Primordus Focus,68334.15,121213,222999,14,7,56.375265029329,80,5,18
Berserker's Primordus Focus,49181.8,180272,269948,94,14,27.28199609479,80,5,18
Knight's Primordus Focus,67719.15,127778,229999,21,9,52.997503482603,80,5,18
Cleric's Primordus Short Bow,114069.5,191920,359990,25,7,59.435962901209,80,5,18
Valkyrie Primordus Short Bow,135216.45,187779,379997,42,10,72.008291662007,80,5,18
Berserker's Primordus Short Bow,68401,220597,340000,125,14,31.007221313073,80,5,18
Rampager's Primordus Short Bow,132676.45,181819,369997,263,16,72.971719127264,80,5,18
Carrion Primordus Warhorn,80474.85,132007,249981,16,6,60.962562591378,80,5,18
Valkyrie Primordus Warhorn,87963,132015,258800,14,8,66.631064651744,80,5,18
Berserker's Primordus Warhorn,97219.3,157777,299998,20,8,61.618169948725,80,5,18
Rampager's Primordus Warhorn,70670.95,117778,221707,88,19,60.003523578257,80,5,18
Knight's Primordus Warhorn,79905.6,131314,248496,26,8,60.85078514096,80,5,18
Carrion Primordus Torch,72012.25,124748,231485,62,7,57.726175970757,80,5,18
Valkyrie Primordus Torch,55119.6,140290,229896,44,9,39.289756932069,80,5,18
Berserker's Primordus Torch,56982.15,121515,209999,65,17,46.893099617331,80,5,18
Rampager's Primordus Torch,68987.5,135002,239990,23,13,51.101094798596,80,5,18
Carrion Primordus Longbow,72938.45,250397,380397,28,18,29.129122952751,80,5,18
Cleric's Primordus Longbow,142785,187778,388900,277,11,76.039259125137,80,5,18
Valkyrie Primordus Longbow,89682.45,233398,380097,435,16,38.42468658686,80,5,18
Berserker's Primordus Longbow,30701,280397,366000,218,20,10.949118571169,80,5,18
Knight's Primordus Longbow,124091.5,190398,369990,17,13,65.174791752014,80,5,18
Carrion Primordus Pistol,92245.85,162736,299981,83,15,56.68435380002,80,5,18
Valkyrie Primordus Pistol,91486.15,163511,299999,67,6,55.951067512277,80,5,18
Berserker's Primordus Pistol,67674.15,170323,279999,277,6,39.732831150226,80,5,18
Rampager's Primordus Pistol,67490,162008,270000,185,13,41.658436620414,80,5,18
Cleric's Primordus Rifle,112282.8,191920,357888,109,7,58.505002084202,80,5,18
Berserker's Primordus Rifle,84585.3,221411,359998,245,11,38.202844483788,80,5,18
Rampager's Primordus Rifle,116628.15,182399,351799,64,6,63.941222265473,80,5,18
Carrion Primordus Dagger,57912.15,180000,279899,356,9,32.173416666667,80,5,18
Cleric's Primordus Dagger,77154.45,143841,259997,51,12,53.638705237033,80,5,18
Berserker's Primordus Dagger,22986,215012,280000,281,8,10.690566107938,80,5,18
Valkyrie Primordus Dagger,54280.95,191101,288687,267,11,28.404325461405,80,5,18
Rampager's Primordus Dagger,52195.25,177307,270005,151,11,29.437783054251,80,5,18
Knight's Primordus Dagger,95719.15,167778,309999,27,21,57.051073442287,80,5,18
Cleric's Primordus Sword,70366.05,180325,294933,115,13,39.021793983086,80,5,18
Berserker's Primordus Sword,52498,177000,270000,84,17,29.65988700565,80,5,18
Valkyrie Primordus Sword,94820.45,160090,299897,202,9,59.22946467612,80,5,18
Rampager's Primordus Sword,86009.45,147821,275097,12,10,58.184865479194,80,5,18
Knight's Primordus Sword,66102.15,171810,279899,95,10,38.473982888074,80,5,18
Cleric's Primordus Mace,101707.45,152523,299097,25,7,66.683352674679,80,5,18
Berserker's Primordus Mace,71926.15,180011,296399,48,9,39.956530434251,80,5,18
Valkyrie Primordus Mace,87690,152025,282020,9,8,57.681302417366,80,5,18
Carrion Primordus Shield,77923.6,132667,247756,20,9,58.73623433107,80,5,18
Valkyrie Primordus Shield,59424,122729,214300,53,13,48.418874104735,80,5,18
Rampager's Primordus Shield,53509.3,123287,207998,172,11,43.402224078776,80,5,18
Knight's Primordus Shield,68680.7,143003,249042,79,12,48.027453969497,80,5,18
Carrion Primordus Axe,71582.8,183320,299888,13,9,39.048003491163,80,5,18
Cleric's Primordus Axe,78462.8,172105,294788,18,8,45.590075825804,80,5,18
Berserker's Primordus Axe,47248,195000,285000,104,14,24.229743589744,80,5,18
Valkyrie Primordus Axe,93210.15,161617,299799,143,11,57.673481131317,80,5,18
Knight's Primordus Axe,72935.45,182060,299997,40,7,40.06121608261,80,5,18
Carrion Primordus Greatsword,107989.3,223422,389898,750,11,48.334228500327,80,5,18
Cleric's Primordus Greatsword,144839.3,182407,384998,352,13,79.404463644487,80,5,18
Valkyrie Primordus Greatsword,80204.85,240397,377181,195,12,33.363498712546,80,5,18
Rampager's Primordus Greatsword,95088.2,202403,349992,161,20,46.979639629847,80,5,18
Knight's Primordus Greatsword,167589.15,121408,339999,204,14,138.03797937533,80,5,18
Cleric's Primordus Maul,197749.15,184748,449999,28,7,107.03723450322,80,5,18
Berserker's Primordus Maul,54583.45,229397,334097,52,11,23.794317275291,80,5,18
Rampager's Primordus Maul,111220,177778,340000,32,8,62.561171798535,80,5,18
Knight's Primordus Maul,188272.15,147900,395499,32,15,127.29692359702,80,5,18
Carrion Primordus Pike,92929.05,162403,300393,30,12,57.22126438551,80,5,18
Berserker's Primordus Pike,42087,221411,310000,404,10,19.008540677744,80,5,18
Valkyrie Primordus Pike,143886.15,111111,299999,75,6,129.49766449766,80,5,18
Carrion Krait Crook,723,4800,6500,140,33,15.0625,80,4,18
Berserker's Krait Crook,1983.15,4814,7999,198,32,41.195471541338,80,4,18
Carrion Pearl Quarterstaff,19966.4,33347,62724,161,13,59.874651392929,80,5,18
Rampager's Pearl Quarterstaff,5726,38302,51800,151,6,14.949610986371,80,5,18
Knight's Pearl Quarterstaff,16254.15,31173,55799,180,33,52.141757289962,80,5,18
Valkyrie Pearl Quarterstaff,9898,32600,50000,140,38,30.361963190184,80,5,18
Carrion Pearl Rod,5339.3,20021,29838,104,44,26.668498077019,80,5,18
Berserker's Pearl Rod,16131.75,30170,54475,101,11,53.469506131919,80,5,18
Rampager's Pearl Rod,6478.5,16172,26650,46,17,40.059980212713,80,5,18
Valkyrie Pearl Rod,4374,18999,27500,58,29,23.022264329702,80,5,18
Carrion Krait Wand,1240,3008,5000,114,21,41.223404255319,80,4,18
Cleric's Krait Wand,895.15,3012,4599,177,88,29.719455511288,80,4,18
Valkyrie Krait Wand,1195.45,3050,4997,44,11,39.195081967213,80,4,18
Cleric's Krait Star,1129.65,2531,4309,173,166,44.632556301857,80,4,18
Valkyrie Krait Star,1269.35,2801,4791,113,26,45.317743662978,80,4,18
Cleric's Pearl Conch,4991.45,15829,24497,32,22,31.533577610715,80,5,18
Berserker's Pearl Conch,18340.15,51017,81599,68,16,35.949095399573,80,5,18
Knight's Pearl Conch,7274,15674,27000,56,52,46.408064310323,80,5,18
Valkyrie Pearl Conch,5549,15699,25000,61,22,35.34620039493,80,5,18
Carrion Pearl Trident,5577.6,15327,24596,58,31,36.39068310824,80,5,18
Cleric's Pearl Trident,8458,16105,28900,57,28,52.517851598882,80,5,18
Berserker's Pearl Trident,9089.5,22605,37290,64,32,40.210130502101,80,5,18
Valkyrie Pearl Trident,7845,15936,27980,74,35,49.228162650602,80,5,18
Rampager's Krait Trident,705.5,3007,4370,118,76,23.461922181576,80,4,18
Cleric's Krait Recurve Bow,1655.95,3312,5847,116,42,49.998490338164,80,4,18
Berserker's Krait Recurve Bow,3264.15,3533,7999,196,8,92.390319841494,80,4,18
Rampager's Krait Recurve Bow,2693.15,3169,6899,52,46,84.984222152098,80,4,18
Knight's Krait Recurve Bow,1794.65,3277,5969,185,7,54.76502898993,80,4,18
Valkyrie Krait Recurve Bow,3782.45,2928,7897,98,65,129.18203551913,80,4,18
Berserker's Pearl Stinger,8963.5,45426,63990,283,68,19.732091753621,80,5,18
Cleric's Pearl Needler,9627,17826,32300,111,16,54.005385392124,80,5,18
Berserker's Pearl Needler,6674.5,35016,49050,166,58,19.061286269134,80,5,18
Rampager's Pearl Needler,5970.15,22247,33199,79,42,26.835753135254,80,5,18
Knight's Pearl Needler,8135.15,17362,29999,71,64,46.856064969474,80,5,18
Valkyrie Pearl Needler,8410.15,17427,30399,143,41,48.25931026568,80,5,18
Carrion Krait Short Bow,7940.15,3107,12999,107,10,255.55680720953,80,4,18
Cleric's Krait Short Bow,511.5,3269,4450,48,16,15.64698684613,80,4,18
Berserker's Krait Short Bow,4053.15,6994,12999,43,13,57.95181584215,80,4,18
Rampager's Krait Short Bow,2886,3062,7000,101,7,94.252122795558,80,4,18
Knight's Krait Short Bow,3375.7,2965,7462,38,15,113.85160202361,80,4,18
Valkyrie Krait Short Bow,2177.35,2981,6071,255,17,73.040925863804,80,4,18
Cleric's Pearl Siren,9235.9,16172,29894,65,14,57.110437793718,80,5,18
Valkyrie Pearl Siren,4599.65,16282,24569,88,32,28.249907873726,80,5,18
Carrion Krait Whelk,1074.25,2821,4585,49,37,38.080467919178,80,4,18
Berserker's Krait Whelk,3194.3,3517,7898,110,26,90.824566391811,80,4,18
Rampager's Krait Whelk,6962.4,2967,11684,57,23,234.66127401416,80,4,18
Knight's Krait Whelk,1226.15,2953,4919,148,24,41.522180833051,80,4,18
Berserker's Krait Brazier,1711.3,2110,4498,62,60,81.104265402844,80,4,18
Rampager's Krait Brazier,1118.2,2528,4292,53,43,44.232594936709,80,4,18
Valkyrie Krait Brazier,519.85,3100,4261,74,27,16.76935483871,80,4,18
Carrion Pearl Brazier,3630.15,15492,22499,60,42,23.432416731216,80,5,18
Cleric's Pearl Brazier,4827,15571,24000,25,18,30.999935778049,80,5,18
Berserker's Pearl Brazier,3005.6,19174,26096,78,56,15.675393762387,80,5,18
Rampager's Pearl Brazier,4501,15897,24000,87,21,28.313518273888,80,5,18
Knight's Pearl Brazier,3713.3,16683,23998,46,35,22.257987172571,80,5,18
Valkyrie Pearl Brazier,4330.95,15682,23547,59,55,27.617331972963,80,5,18
Carrion Pearl Handcannon,9742.2,20016,35012,55,21,48.67206235012,80,5,18
Cleric's Pearl Handcannon,10652.3,19179,35098,74,16,55.541477657855,80,5,18
Rampager's Pearl Handcannon,26511,20237,55000,56,9,131.00261896526,80,5,18
Knight's Pearl Handcannon,26482,20266,55000,45,11,130.67206158097,80,5,18
Carrion Krait Handgun,1142.15,3105,4999,76,21,36.78421900161,80,4,18
Berserker's Krait Handgun,2296.3,4500,7998,50,16,51.028888888889,80,4,18
Rampager's Krait Handgun,1198,3050,5000,58,24,39.27868852459,80,4,18
Knight's Krait Handgun,4107.65,3106,8489,26,13,132.24887314874,80,4,18
Berserker's Krait Shooter,7055.75,3104,11955,74,36,227.31153350515,80,4,18
Rampager's Krait Shooter,1014.4,2795,4484,77,58,36.293381037567,80,4,18
Knight's Krait Shooter,950.95,2878,4507,60,38,33.042043085476,80,4,18
Valkyrie Krait Shooter,2179,2494,5500,106,37,87.369687249399,80,4,18
Carrion Pearl Blunderbuss,4958.8,16789,25588,108,59,29.53600571803,80,5,18
Cleric's Pearl Blunderbuss,4635.75,16608,24995,119,25,27.912752890173,80,5,18
Knight's Pearl Blunderbuss,2732,16816,23000,82,54,16.246431969553,80,5,18
Valkyrie Pearl Blunderbuss,5266.65,16907,26089,55,35,31.150706807831,80,5,18
Berserker's Pearl Speargun,11686.1,47001,69046,53,47,24.863513542265,80,5,18
Rampager's Pearl Speargun,2331.25,16813,22525,29,18,13.865758639148,80,5,18
Knight's Pearl Speargun,4238,17010,25000,37,36,24.914756025867,80,5,18
Valkyrie Pearl Speargun,4371.3,16705,24798,65,30,26.167614486681,80,5,18
Berserker's Elder Wood Harpoon Gun,709.65,299,1189,81,27,237.34113712375,80,3,18
Cleric's Krait Harpoon Gun,731.9,3052,4454,45,26,23.980996068152,80,4,18
Valkyrie Krait Harpoon Gun,1279,2765,4760,62,40,46.25678119349,80,4,18
Valkyrie Corrupted Skeggox,26529.6,211465,279996,79,52,12.545622206985,80,5,18
Valkyrie Corrupted Sledgehammer,55384.95,225102,329987,52,12,24.604379348029,80,5,18
Valkyrie Corrupted Harpoon Gun,37086.15,200911,279999,85,20,18.45899428105,80,5,18
Valkyrie Corrupted Revolver,25159.45,200001,264897,77,15,12.579662101689,80,5,18
Valkyrie Corrupted Blaster,62985.3,200511,309998,84,16,31.412391340126,80,5,18
Valkyrie Corrupted Scepter,90718.5,100096,224490,81,27,90.631493765985,80,5,18
Valkyrie Corrupted Short Bow,55078,208420,310000,125,35,26.426446598215,80,5,18
Valkyrie Corrupted Spear,56297.75,207111,309895,38,14,27.182404604294,80,5,18
Valkyrie Corrupted Branch,34986,220012,300000,82,40,15.901859898551,80,5,18
Valkyrie Corrupted Blade,44235,150328,228900,101,24,29.425655899101,80,5,18
Valkyrie Corrupted Wartorch,41176.7,103306,169982,23,16,39.858962693358,80,5,18
Valkyrie Corrupted Trident,78849.55,154136,274103,57,19,51.155829916437,80,5,18
Valkyrie Corrupted Harbinger,59560.8,130266,223328,29,24,45.722444843628,80,5,18
Berserker's Mithril Dagger,530.7,234,902,1696,47,226.79487179487,80,3,18
Carrion Krait Ripper,1026.6,5003,7096,221,55,20.519688187088,80,4,18
Berserker's Krait Ripper,8236.6,4508,14996,264,11,182.7107364685,80,4,18
Rampager's Krait Ripper,1142.85,5027,7261,164,78,22.734235130296,80,4,18
Valkyrie Krait Ripper,1892.35,4813,7891,176,22,39.317473509246,80,4,18
Knight's Pearl Carver,7581,30667,45000,66,32,24.720383474093,80,5,18
Carrion Krait Machete,2953.1,4666,8966,438,40,63.289755679383,80,4,18
Carrion Pearl Sabre,8088,28970,43600,91,52,27.918536416983,80,5,18
Cleric's Pearl Sabre,7139.45,28216,41597,103,66,25.302842358945,80,5,18
Berserker's Pearl Sabre,33646.3,64100,114998,114,13,52.490327613105,80,5,18
Rampager's Pearl Sabre,5296.6,30466,42076,81,22,17.385281953653,80,5,18
Valkyrie Pearl Sabre,6342.75,30201,42995,80,50,21.001788020264,80,5,18
Cleric's Krait Morning Star,634.75,3099,4395,67,28,20.482413681833,80,4,18
Knight's Krait Morning Star,555.7,3099,4302,159,49,17.931590835753,80,4,18
Carrion Pearl Bludgeoner,26329.3,16167,49998,25,12,162.85829158162,80,5,18
Cleric's Pearl Bludgeoner,4261.65,31172,41689,83,74,13.671403823945,80,5,18
Berserker's Pearl Bludgeoner,27605.6,30274,68096,64,19,91.185836030918,80,5,18
Rampager's Pearl Bludgeoner,4701.8,16587,25048,40,36,28.346295291493,80,5,18
Knight's Pearl Bludgeoner,2800,16374,22560,57,55,17.100280933187,80,5,18
Valkyrie Pearl Bludgeoner,4359.15,16378,24399,49,14,26.61588716571,80,5,18
Carrion Pearl Shell,5422.45,15568,24697,70,36,34.830742548818,80,5,18
Berserker's Pearl Shell,8944.75,18079,31795,53,50,49.475911278279,80,5,18
Knight's Pearl Shell,4520.95,16274,24467,72,47,27.780201548482,80,5,18
Carrion Krait Battleaxe,1430.1,2976,5186,67,43,48.054435483871,80,4,18
Berserker's Krait Battleaxe,1573.3,3353,5798,155,94,46.922159260364,80,4,18
Knight's Krait Battleaxe,1316.8,3091,5188,85,61,42.601099967648,80,4,18
Valkyrie Krait Battleaxe,1180.6,3064,4996,148,42,38.531331592689,80,4,18
Cleric's Pearl Reaver,4772.95,20204,29387,100,99,23.623787368838,80,5,18
Rampager's Pearl Reaver,5210.8,20192,29888,89,46,25.806259904913,80,5,18
Valkyrie Pearl Reaver,4558.35,19232,27991,94,71,23.701903078203,80,5,18
Cleric's Krait Slayer,632.15,5315,6999,942,841,11.893697083725,80,4,18
Berserker's Krait Slayer,620.15,5327,6999,1124,554,11.641636943871,80,4,18
Rampager's Krait Slayer,837,5111,7000,900,756,16.376442966151,80,4,18
Carrion Pearl Broadsword,8290.15,34207,49999,241,45,24.235244248253,80,5,18
Cleric's Pearl Broadsword,4563.15,34619,46099,188,136,13.181056645195,80,5,18
Berserker's Pearl Broadsword,5887.15,49360,64999,615,184,11.926965153971,80,5,18
Rampager's Pearl Broadsword,8890,36413,53300,190,168,24.414357509681,80,5,18
Valkyrie Pearl Broadsword,4514.5,34609,46030,264,213,13.044294836603,80,5,18
Cleric's Krait Warhammer,829,3929,5600,302,95,21.099516416391,80,4,18
Rampager's Krait Warhammer,1203.1,3781,5866,164,21,31.819624437979,80,4,18
Knight's Krait Warhammer,944.75,3724,5495,220,194,25.369226638024,80,4,18
Valkyrie Krait Warhammer,1067.5,3053,4850,232,118,34.965607599083,80,4,18
Carrion Pearl Crusher,11955.65,22118,40089,74,65,54.053937969075,80,5,18
Berserker's Pearl Crusher,5124.75,40004,53095,99,35,12.810593940606,80,5,18
Rampager's Pearl Crusher,7590,22668,35600,102,51,33.483324510323,80,5,18
Carrion Krait Pilum,719.6,3100,4496,62,39,23.212903225806,80,4,18
Cleric's Krait Pilum,951.35,2847,4471,50,43,33.415876361082,80,4,18
Knight's Krait Pilum,995.25,2815,4485,91,36,35.355239786856,80,4,18
Cleric's Pearl Impaler,3405.65,17051,24069,57,45,19.973315348073,80,5,18
Berserker's Pearl Impaler,25789,42209,80000,64,7,61.098343955081,80,5,18
Rampager's Pearl Impaler,10903.75,15950,31595,47,11,68.362068965517,80,5,18
Knight's Pearl Impaler,13547.95,17311,36307,74,22,78.262087689908,80,5,18
Valkyrie Pearl Impaler,3740.9,16227,23494,42,38,23.053552720774,80,5,18
Stinger,62217.05,286275,409993,114,8,21.73331586761,80,5,18
Wisteria,2671.1,17307,23506,135,29,15.433639567805,80,5,18
Foulbear Lucky Feathers,57169.3,70327,149998,25,17,81.290684943194,80,5,18
Old Reliable,21959.9,19768,49094,51,10,111.08812221773,80,5,18
Zhaitan's Reach,5805.6,25707,37076,76,67,22.583732057416,80,5,18
Rhendak's Trident,48079.45,40333,104017,32,14,119.20623310936,80,5,18
Shard of the Deep,8084,19029,31900,99,40,42.48252666982,80,5,18
Cinderspire's Tactics,7827.1,61077,81066,69,18,12.815134993533,80,5,18
Pillar of Ulgoth,11222.3,41304,61798,150,138,27.170007747434,80,5,18
Honed Steel Plated Inscription,525.8,720,1468,1951,390,73.027777777778,50,3,5
Hearty Steel Plated Inscription,703.9,734,1694,869,671,95.899182561308,50,3,5
Honed Embroidered Wool Insignia,502.35,372,1031,3215,3168,135.04032258065,0,3,5
Hunter's Steel Plated Inscription,513.9,652,1374,1173,931,78.819018404908,50,3,5
Berserker's Hard Inscription,645,662,1540,2719,1269,97.432024169184,60,2,5
Berserker's Embroidered Linen Insignia,1374.05,1015,2813,1037,978,135.37438423645,0,3,5
Cleric's Embroidered Linen Insignia,1551.15,2509,4779,1324,347,61.823435631726,0,3,5
Assassin's Embroidered Linen Insignia,851,1578,2860,1463,1393,53.929024081115,0,3,5
Carrion Intricate Silk Insignia,1202.3,3384,5398,792,350,35.528959810875,0,4,5
Cleric's Intricate Silk Insignia,1319.75,2703,4735,540,395,48.825379208287,0,4,5
Berserker's Intricate Silk Insignia,656.75,2941,4235,1211,322,22.330839850391,0,4,5
Rampager's Intricate Silk Insignia,788.6,2538,3916,1031,191,31.07171000788,0,4,5
Valkyrie Intricate Silk Insignia,921.05,1876,3293,733,215,49.096481876333,0,4,5
Hearty Iron Plated Inscription,700.75,1843,2995,874,604,38.022246337493,35,3,5
Cleric's Darksteel Plated Inscription,850.6,2510,3956,446,415,33.888446215139,65,3,5
Assassin's Darksteel Plated Inscription,915.75,2053,3495,1053,557,44.605455431076,65,3,5
Rampager's Darksteel Plated Inscription,871.85,1439,2721,975,846,60.587213342599,65,3,5
Carrion Mithril Imbued Inscription,1853.65,4170,7089,956,120,44.452038369305,80,4,5
Rampager's Mithril Imbued Inscription,794.8,4208,5888,1177,360,18.88783269962,80,4,5
Valkyrie Mithril Imbued Inscription,526.15,4571,5999,625,171,11.510610369722,80,4,5
Valkyrie Linen Insignia,743.6,917,1956,1393,494,81.090512540894,0,2,5
Carrion Embroidered Linen Insignia,637.55,1896,2983,904,596,33.626054852321,0,3,5
Cleric's Intricate Gossamer Insignia,3726.9,36216,46994,517,162,10.290755467197,0,5,5
Rampager's Intricate Gossamer Insignia,6568.45,32799,46317,161,157,20.026372755267,0,5,5
Valkyrie Orichalcum Imbued Inscription,5786.9,57106,73994,343,76,10.133611179211,80,5,5
Rejuvenating Steel Plated Inscription,567.1,830,1646,2036,337,68.325301204819,50,3,5
Ravaging Iron Imbued Inscription,834.05,2558,3993,314,131,32.605551211884,35,4,5
Rejuvenating Iron Imbued Inscription,638.45,2672,3897,465,216,23.894086826347,35,4,5
Honed Iron Imbued Inscription,1248.1,2801,4766,230,168,44.5590860407,35,4,5
Hunter's Iron Imbued Inscription,1545.05,3564,6013,524,92,43.351571268238,35,4,5
Strong Iron Imbued Inscription,926.45,3489,5197,549,139,26.553453711665,35,4,5
Hearty Iron Imbued Inscription,827.5,3633,5250,442,160,22.777319020094,35,4,5
Ravaging Steel Imbued Inscription,2075,1765,4520,716,134,117.56373937677,50,4,5
Rejuvenating Steel Imbued Inscription,1554.35,2176,4391,746,168,71.431525735294,50,4,5
Hunter's Steel Imbued Inscription,732.15,2937,4319,258,184,24.928498467824,50,4,5
Strong Steel Imbued Inscription,663,2531,3760,571,287,26.195179770842,50,4,5
Hearty Steel Imbued Inscription,648.55,2820,4083,358,162,22.998226950355,50,4,5
Carrion Darksteel Imbued Inscription,2736.8,3626,7488,509,172,75.477109762824,65,4,5
Cleric's Darksteel Imbued Inscription,1142.05,3865,5893,445,115,29.54851228978,65,4,5
Assassin's Darksteel Imbued Inscription,960.95,4211,6087,1173,288,22.819995250534,65,4,5
Berserker's Darksteel Imbued Inscription,834.45,2561,3997,1105,334,32.582975400234,65,4,5
Valkyrie Darksteel Imbued Inscription,2495.2,3786,7392,531,117,65.905969360803,65,4,5
Rampager's Darksteel Imbued Inscription,844.75,3450,5055,402,160,24.485507246377,65,4,5
Knight's Darksteel Imbued Inscription,1502.95,4264,6787,1312,123,35.247420262664,65,4,5
Ravaging Intricate Wool Insignia,539.4,1621,2544,550,294,33.275755706354,35,4,5
Strong Intricate Wool Insignia,612,1596,2600,493,155,38.345864661654,35,4,5
Hearty Intricate Wool Insignia,628.4,3113,4404,417,186,20.186315451333,35,4,5
Rejuvenating Intricate Cotton Insignia,571,1450,2380,321,233,39.379310344828,50,4,5
Strong Intricate Cotton Insignia,857.3,1689,2998,381,133,50.757844878626,50,4,5
Hearty Intricate Cotton Insignia,1285.45,2110,3997,560,229,60.921800947867,50,4,5
Carrion Intricate Linen Insignia,1823.05,5479,8593,598,128,33.273407556123,65,4,5
Cleric's Intricate Linen Insignia,3292.55,4936,9683,531,275,66.70482171799,65,4,5
Assassin's Intricate Linen Insignia,1011.3,4595,6598,776,181,22.008705114255,65,4,5
Berserker's Intricate Linen Insignia,1474.15,6683,9599,405,125,22.05820739189,65,4,5
Valkyrie Intricate Linen Insignia,3383.15,4026,8719,429,109,84.032538499752,65,4,5
Rampager's Intricate Linen Insignia,1933.2,4008,6992,341,30,48.233532934132,65,4,5
Knight's Intricate Linen Insignia,1363.05,4477,6873,476,125,30.445610900156,65,4,5
Mini Bandit Bruiser,2623.55,4500,8383,396,204,58.301111111111,0,3,11
Mini Big Nose Ted,5741,28257,40000,389,139,20.317089570726,0,4,11
Mini River Drake Broodmother,5415.7,20543,30542,500,113,26.362751302147,0,4,11
Mini Wind Rider,3210.95,5021,9687,328,129,63.950408285202,0,3,11
Mini Forest Spider,1344.1,1600,3466,520,304,84.00625,0,2,11
Mini Modniir Berserker,500,2201,3180,496,275,22.716946842344,0,2,11
Mini Seraph Heavy Guard,961.7,1911,3382,724,249,50.324437467295,0,2,11
Mini Seraph Mage,580.25,2601,3745,515,367,22.308727412534,0,2,11
Mini Logan Thackeray,19088,16100,41400,625,102,118.55900621118,0,4,11
Mini Svanir Icebreaker,612.2,5533,7232,350,184,11.064521959154,0,3,11
Mini Eir Stegalkin,4909.8,36218,48388,761,195,13.556242752223,0,4,11
Mini Frost Drake,701.15,2101,3299,610,229,33.372203712518,0,2,11
Mini Ice Elemental,2550.6,5502,9476,533,171,46.357688113413,0,3,11
Mini White Moa,3996.15,30001,39999,386,161,13.320055998133,0,4,11
Mini Dredge Excavator,849.5,1860,3190,464,225,45.672043010753,0,2,11
Mini Frost Spider,1876.55,6097,9383,442,191,30.778251599147,0,3,11
Mini Storm Imp,840.65,3500,5109,586,213,24.018571428571,0,2,11
Mini Green Moa,1850.2,2901,5592,500,189,63.778007583592,0,2,11
Mini Hylek Nahualli,569.45,2401,3497,499,192,23.717201166181,0,2,11
Mini Mark I Assault Golem,1866.7,6531,9882,474,222,28.582146685041,0,3,11
Mini PK 632Z,1874.5,6700,10090,537,178,27.977611940299,0,3,11
Mini Brown Bear,1618.65,5000,7789,635,199,32.373,0,2,11
Mini Air Elemental,2153.8,7507,11368,450,245,28.690555481551,0,3,11
Mini Oakheart,63227.3,230002,344978,1337,77,27.489891392249,0,5,11
Mini Snow Leopard,5819.35,32506,45091,473,129,17.902387251584,0,4,11
Mini Jungle Stalker,1523.35,5607,8391,544,252,27.168717674336,0,2,11
Mini Skritt Forager,1377.55,2006,3983,510,255,68.67148554337,0,2,11
Mini Skale Blighter,938.05,2709,4293,503,210,34.627168696936,0,2,11
Mini Devourer,1115.05,1801,3433,714,365,61.912826207662,0,2,11
Mini Forest Grub,1263.05,6600,9253,390,247,19.137121212121,0,3,11
Mini Chromatic Ooze,6623.35,34507,48391,639,120,19.194221462312,0,4,11
Mini Snow Troll,3818.5,2223,7110,345,186,171.77237966712,0,3,11
Mini Wasp,787.8,2940,4388,531,184,26.795918367347,0,2,11
