id,name,buy,sell,supply,demand
11324,"Carrion Feathered Mantle",113,416,336,677
11325,"Knight's Feathered Mantle",367,567,66,857
11326,"Valkyrie Feathered Mantle",411,511,66,672
11327,"Cleric's Feathered Mantle",97,397,128,512
11329,"Berserker's Feathered Mantle",385,495,85,430
11330,"Cleric's Feathered Mantle",390,480,57,472
11331,"Valkyrie Feathered Mantle",167,665,104,293
11332,"Carrion Feathered Mantle",335,1243,55,385
11333,"Knight's Feathered Mantle",371,1570,111,185
11334,"Berserker's Feathered Mantle",325,2624,26,592
11335,"Rampager's Feathered Mantle",91,225,474,499
11337,"Rampager's Feathered Mantle",206,306,78,848
11338,"Carrion Masquerade Mantle",2063,3384,103,46
11339,"Cleric's Masquerade Mantle",1310,3394,114,149
11341,"Berserker's Masquerade Mantle",3515,10035,27,54
11342,"Rampager's Masquerade Mantle",2027,3221,95,30
11343,"Knight's Masquerade Mantle",1503,4349,79,114
11344,"Valkyrie Masquerade Mantle",2330,7000,35,7
11345,"Carrion Exalted Mantle",8809,16666,190,95
11346,"Cleric's Exalted Mantle",4416,7398,839,238
11348,"Berserker's Exalted Mantle",42108,58006,105,71
11349,"Rampager's Exalted Mantle",4663,7690,412,89
11350,"Knight's Exalted Mantle",6607,18997,156,106
11351,"Valkyrie Exalted Mantle",20307,30307,55,103
11352,"Mighty Embroidered Sandals",144,215,797,1302
11353,"Mighty Embroidered Coat",266,429,983,567
11354,"Mighty Embroidered Pants",172,272,1383,1327
11355,"Mighty Embroidered Wristguards",117,182,740,1289
11356,"Rejuvenating Student Mantle",151,440,271,405
11357,"Rejuvenating Student Mantle",368,585,99,720
11358,"Rejuvenating Acolyte Mantle",306,709,146,598
11359,"Rejuvenating Acolyte Mantle",632,756,176,236
11360,"Rejuvenating Acolyte Boots",397,918,55,524
11361,"Rejuvenating Acolyte Boots",634,1029,85,335
11362,"Rejuvenating Student Shoes",286,700,138,197
11363,"Rejuvenating Student Shoes",384,605,91,542
11364,"Rejuvenating Acolyte Coat",1083,2280,67,422
11365,"Rejuvenating Acolyte Coat",1140,2726,82,423
11366,"Rejuvenating Student Coat",676,2272,83,66
11367,"Rejuvenating Student Coat",956,2145,78,219
11368,"Rejuvenating Acolyte Mask",617,704,139,716
11369,"Rejuvenating Acolyte Mask",554,744,78,158
11370,"Rejuvenating Student Circlet",251,512,282,315
11371,"Rejuvenating Student Circlet",398,532,91,745
11372,"Rejuvenating Acolyte Pants",705,3391,62,537
11373,"Rejuvenating Acolyte Pants",1150,3753,77,246
11374,"Rejuvenating Student Leggings",509,2781,175,271
11375,"Rejuvenating Student Leggings",987,2493,83,161
11376,"Rejuvenating Acolyte Gloves",451,715,149,412
11377,"Rejuvenating Acolyte Gloves",678,850,84,298
11378,"Rejuvenating Student Gloves",396,496,108,438
11379,"Rejuvenating Student Gloves",436,538,85,425
11380,"Ravaging Masquerade Mantle",699,7989,43,139
11381,"Rejuvenating Masquerade Mantle",1925,7000,72,54
11382,"Honed Masquerade Mantle",6548,8448,37,112
11384,"Strong Masquerade Mantle",5505,19999,3,114
11385,"Vigorous Masquerade Mantle",1854,5545,106,264
11386,"Hearty Masquerade Mantle",1230,8726,86,105
11387,"Ravaging Masquerade Mantle",921,8078,93,27
11388,"Rejuvenating Masquerade Mantle",3421,10291,36,63
11389,"Honed Masquerade Mantle",1740,9339,86,36
11391,"Strong Masquerade Mantle",5425,10817,131,87
11392,"Vigorous Masquerade Mantle",1218,5010,169,122
11393,"Hearty Masquerade Mantle",1263,6494,79,192
11394,"Carrion Masquerade Mantle",2431,8829,79,108
11395,"Cleric's Masquerade Mantle",2220,10395,24,80
11397,"Valkyrie Masquerade Mantle",2470,9999,36,34
11398,"Berserker's Masquerade Mantle",8240,18235,58,50
11399,"Rampager's Masquerade Mantle",3756,11937,42,114
11400,"Knight's Masquerade Mantle",3355,10043,41,124
11401,"Carrion Masquerade Boots",1969,11987,43,99
11402,"Cleric's Masquerade Boots",3970,10000,32,69
11404,"Valkyrie Masquerade Boots",4103,9695,59,57
11405,"Berserker's Masquerade Boots",8230,23976,25,71
11406,"Rampager's Masquerade Boots",5094,18844,30,103
11407,"Knight's Masquerade Boots",2069,11889,54,110
11408,"Ravaging Masquerade Boots",3282,8795,99,39
11409,"Rejuvenating Masquerade Boots",3611,9876,86,54
11410,"Honed Masquerade Boots",3785,9637,101,74
11412,"Strong Masquerade Boots",5160,10002,132,26
11413,"Vigorous Masquerade Boots",2689,7491,85,36
11414,"Hearty Masquerade Boots",3059,7085,173,465
11415,"Ravaging Masquerade Boots",3120,6495,57,55
11416,"Rejuvenating Masquerade Boots",2077,9593,62,285
11417,"Honed Masquerade Boots",3810,9762,39,120
11419,"Strong Masquerade Boots",4505,12190,5,44
11420,"Vigorous Masquerade Boots",2510,6500,74,43
11421,"Hearty Masquerade Boots",2756,7139,176,77
11422,"Carrion Masquerade Raiments",1920,17095,10,93
11423,"Cleric's Masquerade Raiments",3345,11040,19,68
11425,"Valkyrie Masquerade Raiments",3953,11786,38,66
11426,"Berserker's Masquerade Raiments",9040,21031,24,78
11427,"Rampager's Masquerade Raiments",4524,12414,18,68
11428,"Knight's Masquerade Raiments",3729,10356,21,20
11429,"Ravaging Masquerade Raiments",5083,9582,55,51
11430,"Rejuvenating Masquerade Raiments",3359,10680,38,26
11431,"Honed Masquerade Raiments",4764,10157,68,68
11433,"Strong Masquerade Raiments",7555,15999,82,35
11434,"Vigorous Masquerade Raiments",4412,9957,41,46
11435,"Hearty Masquerade Raiments",3219,9706,66,76
11436,"Ravaging Masquerade Raiments",4003,11110,67,50
11437,"Rejuvenating Masquerade Raiments",4275,11099,62,82
11438,"Honed Masquerade Raiments",4314,10898,36,65
11440,"Strong Masquerade Raiments",6905,18950,40,53
11441,"Vigorous Masquerade Raiments",4813,10198,72,54
11442,"Hearty Masquerade Raiments",4103,10004,92,111
11443,"Carrion Masquerade Mask",1191,10635,47,126
11444,"Cleric's Masquerade Mask",901,9250,24,86
11446,"Valkyrie Masquerade Mask",4011,8390,34,30
11447,"Berserker's Masquerade Mask",8685,18065,54,101
11448,"Rampager's Masquerade Mask",4679,10914,30,43
11449,"Knight's Masquerade Mask",3765,6041,36,91
11450,"Ravaging Masquerade Mask",2033,6066,91,26
11451,"Rejuvenating Masquerade Mask",1027,9697,41,32
11452,"Honed Masquerade Mask",1410,8020,92,70
11454,"Strong Masquerade Mask",4130,9972,146,60
11455,"Vigorous Masquerade Mask",2132,4883,109,110
11456,"Hearty Masquerade Mask",624,4869,175,151
11457,"Ravaging Masquerade Mask",738,8997,33,59
11458,"Rejuvenating Masquerade Mask",2101,7498,52,51
11459,"Honed Masquerade Mask",3285,7249,72,136
11461,"Strong Masquerade Mask",5005,8000,74,42
11462,"Vigorous Masquerade Mask",2147,5442,92,116
11463,"Hearty Masquerade Mask",2002,7142,102,36
11464,"Carrion Masquerade Leggings",4424,16000,30,62
11465,"Cleric's Masquerade Leggings",4536,14597,55,88
11467,"Valkyrie Masquerade Leggings",2088,10898,30,23
11468,"Berserker's Masquerade Leggings",9040,19040,26,90
11469,"Rampager's Masquerade Leggings",1297,14500,29,76
11470,"Knight's Masquerade Leggings",3577,14795,43,58
11471,"Ravaging Masquerade Leggings",5288,10077,18,16
11472,"Rejuvenating Masquerade Leggings",3309,11565,48,30
11473,"Honed Masquerade Leggings",6008,11994,45,69
11475,"Strong Masquerade Leggings",6150,15099,56,55
11476,"Vigorous Masquerade Leggings",4768,10042,63,52
11477,"Hearty Masquerade Leggings",4536,10029,98,93
11478,"Ravaging Masquerade Leggings",7000,11299,15,38
11479,"Rejuvenating Masquerade Leggings",3118,13469,30,53
11480,"Honed Masquerade Leggings",4587,13974,4,88
11482,"Strong Masquerade Leggings",7505,13995,70,64
11483,"Vigorous Masquerade Leggings",5362,12467,160,103
11484,"Hearty Masquerade Leggings",3098,10856,83,132
11485,"Carrion Masquerade Gloves",2024,10780,49,60
11486,"Cleric's Masquerade Gloves",2050,9850,19,23
11488,"Valkyrie Masquerade Gloves",1087,9999,10,23
11489,"Berserker's Masquerade Gloves",8736,19698,56,94
11490,"Rampager's Masquerade Gloves",2322,13997,8,57
11491,"Knight's Masquerade Gloves",2560,11045,43,42
11492,"Ravaging Masquerade Gloves",2202,9393,46,20
11493,"Rejuvenating Masquerade Gloves",1597,8995,75,62
11494,"Honed Masquerade Gloves",3727,7854,74,38
11496,"Strong Masquerade Gloves",5405,9795,175,66
11497,"Vigorous Masquerade Gloves",1910,4509,149,121
11498,"Hearty Masquerade Gloves",1706,5584,85,72
11499,"Ravaging Masquerade Gloves",1302,6491,51,46
11500,"Rejuvenating Masquerade Gloves",4502,9289,49,33
11501,"Honed Masquerade Gloves",3009,7500,75,39
11503,"Strong Masquerade Gloves",4005,9988,44,58
11504,"Vigorous Masquerade Gloves",1200,6000,71,193
11505,"Hearty Masquerade Gloves",2875,6015,92,102
11506,"Mighty Seeker Boots",114,230,572,908
11507,"Vital Seeker Boots",82,196,290,1202
11508,"Mighty Seeker Boots",923,1795,459,273
11509,"Vital Seeker Boots",127,1582,103,3276
11510,"Precise Seeker Boots",100,200,285,1207
11511,"Resilient Seeker Boots",70,191,117,2158
11512,"Healing Seeker Boots",81,199,287,4944
11513,"Precise Seeker Boots",307,3894,64,406
11514,"Resilient Seeker Boots",501,1053,298,336
11516,"Vigorous Outlaw Boots",144,633,234,1307
11517,"Strong Outlaw Boots",212,497,337,1254
11519,"Strong Outlaw Boots",250,830,96,549
11520,"Vigorous Outlaw Boots",125,600,80,2071
11521,"Honed Outlaw Boots",200,363,664,1307
11522,"Honed Outlaw Boots",140,700,90,940
11523,"Hearty Outlaw Boots",200,391,148,1930
11525,"Strong Leather Shoes",218,1899,27,648
11526,"Hearty Leather Shoes",273,735,30,1616
11527,"Ravaging Leather Shoes",283,510,52,684
11528,"Honed Leather Shoes",276,473,266,1403
11529,"Ravaging Leather Shoes",273,985,148,1125
11530,"Honed Leather Shoes",229,1249,41,1586
11532,"Strong Leather Shoes",235,434,169,1659
11533,"Vigorous Leather Shoes",270,745,70,885
11534,"Hearty Leather Shoes",266,429,360,1375
11535,"Vigorous Leather Shoes",262,845,81,1195
11536,"Mighty Seeker Coat",656,1383,251,1440
11537,"Vital Seeker Coat",94,794,174,738
11538,"Mighty Seeker Coat",1002,1999,168,192
11539,"Vital Seeker Coat",485,1578,124,108
11540,"Precise Seeker Coat",112,598,160,2007
11541,"Resilient Seeker Coat",61,506,195,895
11542,"Healing Seeker Coat",83,504,527,1707
11543,"Precise Seeker Coat",1212,2983,67,521
11544,"Resilient Seeker Coat",804,1740,253,375
11546,"Vigorous Outlaw Coat",523,1968,86,722
11547,"Strong Outlaw Coat",1903,3703,26,223
11549,"Strong Outlaw Coat",1408,3353,122,84
11550,"Vigorous Outlaw Coat",1101,5493,36,530
11551,"Honed Outlaw Coat",1050,3534,79,763
11552,"Honed Outlaw Coat",651,1551,78,313
11553,"Hearty Outlaw Coat",444,2044,153,857
11555,"Strong Leather Coat",1465,3697,97,233
11556,"Hearty Leather Coat",447,2010,74,789
11557,"Ravaging Leather Coat",411,2000,116,390
11558,"Honed Leather Coat",802,1900,94,521
11559,"Ravaging Leather Coat",698,3703,50,261
11560,"Honed Leather Coat",1340,4535,109,240
11562,"Strong Leather Coat",594,1594,162,488
11563,"Vigorous Leather Coat",504,2200,48,384
11564,"Hearty Leather Coat",243,1543,120,258
11565,"Vigorous Leather Coat",718,2235,61,250
11566,"Mighty Seeker Gloves",104,411,1215,515
11567,"Vital Seeker Gloves",71,136,822,1824
11568,"Mighty Seeker Gloves",931,1720,374,333
11569,"Vital Seeker Gloves",204,597,363,447
11570,"Precise Seeker Gloves",61,240,1142,2947
11571,"Resilient Seeker Gloves",98,150,82,266
11572,"Healing Seeker Gloves",87,199,227,1521
11573,"Precise Seeker Gloves",400,3593,82,918
11574,"Resilient Seeker Gloves",800,1790,255,190
11576,"Vigorous Outlaw Gloves",145,600,130,2016
11577,"Strong Outlaw Gloves",130,400,785,1555
11579,"Strong Outlaw Gloves",176,650,403,595
11580,"Vigorous Outlaw Gloves",132,800,162,1347
11581,"Honed Outlaw Gloves",250,383,612,1786
11582,"Honed Outlaw Gloves",160,560,199,733
11583,"Hearty Outlaw Gloves",214,400,197,1445
11585,"Strong Leather Gloves",258,850,161,1224
11586,"Hearty Leather Gloves",265,699,45,1239
11587,"Ravaging Leather Gloves",267,736,24,834
11588,"Honed Leather Gloves",236,449,110,1496
11589,"Ravaging Leather Gloves",247,799,66,1195
11590,"Honed Leather Gloves",281,945,34,1305
11592,"Strong Leather Gloves",190,440,339,1238
11593,"Vigorous Leather Gloves",299,555,55,839
11594,"Hearty Leather Gloves",191,444,138,1120
11595,"Vigorous Leather Gloves",232,750,19,1067
11596,"Mighty Seeker Pants",721,1889,837,1023
11597,"Vital Seeker Pants",119,671,539,1484
11598,"Mighty Seeker Pants",990,2152,215,125
11599,"Vital Seeker Pants",666,1766,318,227
11600,"Precise Seeker Pants",102,4776,52,926
11601,"Resilient Seeker Pants",100,450,283,2937
11602,"Healing Seeker Pants",62,444,278,1517
11603,"Precise Seeker Pants",1736,4129,22,603
11604,"Resilient Seeker Pants",802,1700,371,192
11606,"Vigorous Outlaw Pants",860,2623,146,562
11607,"Strong Outlaw Pants",2497,4697,85,243
11609,"Strong Outlaw Pants",972,3602,32,216
11610,"Vigorous Outlaw Pants",914,2990,120,239
11611,"Honed Outlaw Pants",1124,4523,25,1495
11612,"Honed Outlaw Pants",1127,3492,67,275
11613,"Hearty Outlaw Pants",862,2667,220,257
11615,"Strong Leather Pants",1660,3327,62,191
11616,"Hearty Leather Pants",294,2387,56,661
11617,"Ravaging Leather Pants",197,1566,59,564
11618,"Honed Leather Pants",221,1712,67,236
11619,"Ravaging Leather Pants",275,4246,42,636
11620,"Honed Leather Pants",968,4126,68,195
11622,"Strong Leather Pants",208,1575,89,730
11623,"Vigorous Leather Pants",212,1596,50,1211
11624,"Hearty Leather Pants",418,1518,36,532
11625,"Vigorous Leather Pants",321,2447,51,509
11627,"Strong Leather Shoulders",232,1346,72,1085
11628,"Hearty Leather Shoulders",231,9899,9,1239
11629,"Honed Leather Shoulders",142,440,91,1009
11630,"Ravaging Leather Shoulders",271,470,88,1304
11631,"Honed Leather Shoulders",245,840,102,1083
11633,"Ravaging Leather Shoulders",289,769,116,748
11634,"Strong Leather Shoulders",203,518,157,881
11635,"Hearty Leather Shoulders",268,454,30,1402
11636,"Vigorous Leather Shoulders",273,850,49,1192
11637,"Vigorous Leather Shoulders",232,698,189,1180
11638,"Mighty Seeker Mask",101,198,171,739
11639,"Vital Seeker Mask",90,200,217,564
11640,"Mighty Seeker Mask",667,1362,456,407
11641,"Vital Seeker Mask",92,790,317,471
11642,"Precise Seeker Mask",100,164,433,901
11643,"Resilient Seeker Mask",90,210,684,1224
11644,"Healing Seeker Mask",100,140,281,2079
11645,"Precise Seeker Mask",207,1498,187,252
11646,"Resilient Seeker Mask",107,793,399,1850
11648,"Vigorous Outlaw Mask",127,598,294,1831
11649,"Strong Outlaw Mask",271,2246,93,1352
11651,"Strong Outlaw Mask",447,1524,145,509
11652,"Vigorous Outlaw Mask",128,1284,96,975
11653,"Honed Outlaw Mask",147,779,236,3366
11654,"Honed Outlaw Mask",138,795,72,1114
11655,"Hearty Outlaw Mask",130,696,176,750
11656,"Ravaging Leather Mask",277,473,62,567
11657,"Strong Leather Mask",269,2899,51,697
11658,"Hearty Leather Mask",248,649,44,1297
11660,"Honed Leather Mask",220,388,129,1531
11661,"Ravaging Leather Mask",237,709,40,1232
11663,"Honed Leather Mask",248,841,129,1912
11664,"Strong Leather Mask",278,467,125,1220
11665,"Vigorous Leather Mask",271,656,86,600
11666,"Hearty Leather Mask",275,399,80,1075
11667,"Vigorous Leather Mask",243,630,135,1585
11668,"Malign Seeker Pants",200,516,402,543
11669,"Healing Seeker Pants",603,1507,241,147
11670,"Malign Seeker Pants",1262,2354,325,355
11671,"Ravaging Outlaw Pants",594,2643,136,430
11672,"Ravaging Outlaw Pants",670,2499,163,405
11673,"Hearty Outlaw Pants",1158,2666,112,169
11674,"Malign Seeker Coat",1093,2693,135,177
11675,"Healing Seeker Coat",731,1805,64,188
11676,"Malign Seeker Coat",97,702,221,1711
11677,"Ravaging Outlaw Coat",585,1991,98,489
11678,"Ravaging Outlaw Coat",594,1594,90,337
11679,"Hearty Outlaw Coat",754,2145,134,611
11680,"Malign Seeker Gloves",220,1014,299,503
11681,"Healing Seeker Gloves",162,640,510,81
11682,"Malign Seeker Gloves",61,145,585,2727
11683,"Ravaging Outlaw Gloves",145,756,111,1653
11684,"Ravaging Outlaw Gloves",152,600,194,1402
11685,"Hearty Outlaw Gloves",181,496,206,1380
11686,"Malign Seeker Boots",165,584,228,2841
11687,"Healing Seeker Boots",125,600,78,1858
11688,"Malign Seeker Boots",84,198,552,2918
11689,"Ravaging Outlaw Boots",125,500,122,2508
11690,"Ravaging Outlaw Boots",155,499,493,1160
11691,"Hearty Outlaw Boots",138,577,48,1453
11692,"Mighty Seeker Shoulders",96,219,717,2067
11693,"Vital Seeker Shoulders",50,200,311,412
11694,"Healing Seeker Shoulders",110,229,115,2566
11695,"Precise Seeker Shoulders",48,198,99,2886
11696,"Resilient Seeker Shoulders",100,194,177,3326
11697,"Malign Seeker Shoulders",82,198,202,13287
11698,"Malign Seeker Shoulders",117,260,339,2903
11699,"Healing Seeker Shoulders",127,210,100,2109
11700,"Mighty Seeker Shoulders",120,597,1469,819
11701,"Precise Seeker Shoulders",99,280,384,653
11702,"Resilient Seeker Shoulders",119,200,476,1164
11703,"Vital Seeker Shoulders",116,208,303,1472
11704,"Ravaging Outlaw Shoulders",122,1189,87,3269
11706,"Vigorous Outlaw Shoulders",242,749,214,805
11707,"Strong Outlaw Shoulders",261,461,855,1595
11708,"Honed Outlaw Shoulders",220,400,287,2216
11709,"Hearty Outlaw Shoulders",147,424,173,1162
11710,"Ravaging Outlaw Shoulders",135,500,413,414
11712,"Vigorous Outlaw Shoulders",144,532,100,1056
11713,"Strong Outlaw Shoulders",200,1779,262,426
11714,"Honed Outlaw Shoulders",118,517,203,903
11715,"Hearty Outlaw Shoulders",141,598,187,468
11716,"Malign Seeker Mask",166,766,245,655
11717,"Healing Seeker Mask",93,927,82,746
11718,"Malign Seeker Mask",101,213,207,2173
11719,"Ravaging Outlaw Mask",133,849,93,2720
11720,"Ravaging Outlaw Mask",157,628,179,906
11721,"Hearty Outlaw Mask",140,630,149,1169
11722,"Valkyrie Rascal Pants",760,1767,130,678
11723,"Carrion Rascal Pants",768,1768,96,1389
11724,"Knight's Rascal Pants",762,1620,108,569
11725,"Rampager's Rascal Pants",282,1801,107,245
11726,"Berserker's Rascal Pants",1581,3648,121,1567
11727,"Cleric's Rascal Pants",550,1698,87,535
11729,"Berserker's Rascal Pants",3607,6278,68,118
11730,"Cleric's Rascal Pants",825,1700,38,232
11731,"Valkyrie Rascal Pants",422,1796,71,413
11732,"Carrion Rascal Pants",775,1600,79,235
11733,"Knight's Rascal Pants",526,1591,105,352
11734,"Rampager's Rascal Pants",405,2382,75,187
11736,"Carrion Prowler Pants",115,999,60,390
11737,"Knight's Prowler Pants",105,450,97,642
11738,"Valkyrie Prowler Pants",121,471,465,965
11739,"Cleric's Prowler Pants",115,450,75,180
11741,"Berserker's Prowler Pants",0,486,222,0
11742,"Cleric's Prowler Pants",78,469,82,208
11743,"Valkyrie Prowler Pants",85,475,128,83
11744,"Carrion Prowler Pants",85,741,84,74
11745,"Knight's Prowler Pants",98,693,164,94
11746,"Berserker's Prowler Pants",218,1000,201,481
11747,"Rampager's Prowler Pants",0,483,105,0
11749,"Rampager's Prowler Pants",105,450,106,182
11750,"Carrion Noble Pants",2682,6465,163,31
11751,"Cleric's Noble Pants",2339,5097,106,67
11753,"Berserker's Noble Pants",5716,9596,120,129
11754,"Rampager's Noble Pants",2833,6395,64,54
11755,"Knight's Noble Pants",2474,6699,86,11
11756,"Valkyrie Noble Pants",3123,6095,86,98
11757,"Carrion Emblazoned Pants",10432,14399,121,103
11758,"Cleric's Emblazoned Pants",32418,63790,84,89
11760,"Berserker's Emblazoned Pants",44752,59997,102,145
11761,"Rampager's Emblazoned Pants",19226,25887,103,33
11762,"Knight's Emblazoned Pants",34604,74004,26,43
11763,"Valkyrie Emblazoned Pants",27509,39500,79,45
11764,"Valkyrie Rascal Coat",846,3944,41,1219
11765,"Carrion Rascal Coat",839,3537,27,1926
11766,"Knight's Rascal Coat",879,3077,43,967
11767,"Rampager's Rascal Coat",809,2008,76,711
11768,"Berserker's Rascal Coat",733,4222,70,518
11769,"Cleric's Rascal Coat",828,2027,62,625
11771,"Berserker's Rascal Coat",3634,8000,24,217
11772,"Cleric's Rascal Coat",1526,3876,28,396
11773,"Valkyrie Rascal Coat",517,4444,19,558
11774,"Carrion Rascal Coat",1089,3888,81,575
11775,"Knight's Rascal Coat",677,3993,33,357
11776,"Rampager's Rascal Coat",671,4015,26,535
11778,"Carrion Prowler Coat",111,648,153,665
11779,"Knight's Prowler Coat",122,623,66,2548
11780,"Valkyrie Prowler Coat",122,499,273,609
11781,"Cleric's Prowler Coat",121,597,57,2916
11783,"Berserker's Prowler Coat",97,680,147,632
11784,"Cleric's Prowler Coat",0,616,62,0
11785,"Valkyrie Prowler Coat",191,891,121,77
11786,"Carrion Prowler Coat",87,1000,48,333
11787,"Knight's Prowler Coat",90,785,97,110
11788,"Berserker's Prowler Coat",233,999,62,133
11789,"Rampager's Prowler Coat",0,698,192,0
11791,"Rampager's Prowler Coat",135,650,57,830
11792,"Carrion Noble Coat",3000,4000,143,45
11793,"Cleric's Noble Coat",2348,6195,145,17
11795,"Berserker's Noble Coat",5016,7016,97,129
11796,"Rampager's Noble Coat",2605,6189,124,79
11797,"Knight's Noble Coat",2350,6249,130,22
11798,"Valkyrie Noble Coat",2615,6197,104,29
11799,"Carrion Emblazoned Coat",12051,16437,91,128
11800,"Cleric's Emblazoned Coat",21154,44995,39,100
11802,"Berserker's Emblazoned Coat",50007,62247,79,181
11803,"Rampager's Emblazoned Coat",11027,19021,123,72
11804,"Knight's Emblazoned Coat",31106,66891,33,88
11805,"Valkyrie Emblazoned Coat",21908,38499,81,65
11806,"Valkyrie Rascal Gloves",756,1149,37,851
11807,"Carrion Rascal Gloves",773,1700,53,596
11808,"Knight's Rascal Gloves",738,1030,218,638
11809,"Rampager's Rascal Gloves",647,770,150,1076
11810,"Berserker's Rascal Gloves",640,807,198,966
11811,"Cleric's Rascal Gloves",640,775,65,1356
11813,"Berserker's Rascal Gloves",345,840,122,926
11814,"Cleric's Rascal Gloves",354,752,32,1043
11815,"Valkyrie Rascal Gloves",382,788,33,669
11816,"Carrion Rascal Gloves",376,771,129,2280
11817,"Knight's Rascal Gloves",377,767,36,1331
11818,"Rampager's Rascal Gloves",345,800,36,1139
11820,"Carrion Prowler Gloves",125,1225,61,91
11821,"Knight's Prowler Gloves",95,2000,19,271
11822,"Valkyrie Prowler Gloves",95,235,445,217
11823,"Cleric's Prowler Gloves",130,250,49,1042
11825,"Berserker's Prowler Gloves",0,149,662,0
11826,"Cleric's Prowler Gloves",0,149,805,0
11827,"Valkyrie Prowler Gloves",85,500,102,306
11828,"Carrion Prowler Gloves",0,279,289,0
11829,"Knight's Prowler Gloves",85,238,245,250
11830,"Berserker's Prowler Gloves",220,1448,153,535
11831,"Rampager's Prowler Gloves",91,146,203,354
11833,"Rampager's Prowler Gloves",107,600,30,356
11834,"Carrion Noble Gloves",1503,3993,166,213
11835,"Cleric's Noble Gloves",2116,4070,120,66
11837,"Berserker's Noble Gloves",3253,7822,74,198
11838,"Rampager's Noble Gloves",2222,3993,134,33
11839,"Knight's Noble Gloves",1805,4076,166,174
11840,"Valkyrie Noble Gloves",1730,4028,118,168
11841,"Carrion Emblazoned Gloves",6643,10242,125,98
11842,"Cleric's Emblazoned Gloves",35509,52499,77,105
11844,"Berserker's Emblazoned Gloves",45062,61146,99,114
11845,"Rampager's Emblazoned Gloves",10409,17488,174,123
11846,"Knight's Emblazoned Gloves",38026,54625,35,31
11847,"Valkyrie Emblazoned Gloves",12844,34490,124,73
11848,"Valkyrie Rascal Boots",751,1054,20,785
11849,"Carrion Rascal Boots",763,1159,23,1156
11850,"Knight's Rascal Boots",743,2141,28,1050
11851,"Rampager's Rascal Boots",360,821,76,1303
11852,"Berserker's Rascal Boots",339,960,239,1642
11853,"Cleric's Rascal Boots",317,830,33,1305
11855,"Berserker's Rascal Boots",344,812,191,1843
11856,"Cleric's Rascal Boots",385,872,40,701
11857,"Valkyrie Rascal Boots",376,893,77,786
11858,"Carrion Rascal Boots",352,817,49,603
11859,"Knight's Rascal Boots",373,823,32,1106
11860,"Rampager's Rascal Boots",327,886,33,1619
11862,"Carrion Prowler Boots",100,200,140,177
11863,"Knight's Prowler Boots",95,201,76,395
11864,"Valkyrie Prowler Boots",100,183,277,361
11865,"Cleric's Prowler Boots",125,317,53,333
11867,"Berserker's Prowler Boots",0,159,1275,0
11868,"Cleric's Prowler Boots",0,170,506,0
11869,"Valkyrie Prowler Boots",91,187,709,250
11870,"Carrion Prowler Boots",85,598,386,233
11871,"Knight's Prowler Boots",86,189,192,75
11872,"Berserker's Prowler Boots",82,2115,51,63
11873,"Rampager's Prowler Boots",11,160,291,1
11875,"Rampager's Prowler Boots",98,290,162,746
11876,"Carrion Noble Boots",2144,4734,193,101
11877,"Cleric's Noble Boots",2080,4875,109,79
11879,"Berserker's Noble Boots",4426,9350,81,128
11880,"Rampager's Noble Boots",2370,4734,121,188
11881,"Knight's Noble Boots",2240,4747,150,90
11882,"Valkyrie Noble Boots",2181,4740,98,123
11883,"Carrion Emblazoned Boots",7258,10000,86,41
11884,"Cleric's Emblazoned Boots",30467,60098,94,100
11886,"Berserker's Emblazoned Boots",49307,61748,138,101
11887,"Rampager's Emblazoned Boots",12148,21046,97,93
11888,"Knight's Emblazoned Boots",26607,59595,43,98
11889,"Valkyrie Emblazoned Boots",25409,39247,119,32
11890,"Valkyrie Rascal Shoulders",741,1544,76,549
11891,"Carrion Rascal Shoulders",762,2061,16,830
11892,"Knight's Rascal Shoulders",765,1153,49,923
11893,"Rampager's Rascal Shoulders",620,950,23,1037
11894,"Berserker's Rascal Shoulders",416,782,152,1802
11895,"Cleric's Rascal Shoulders",344,823,56,1824
11897,"Berserker's Rascal Shoulders",382,998,248,713
11898,"Cleric's Rascal Shoulders",347,844,33,912
11899,"Valkyrie Rascal Shoulders",357,1047,25,919
11900,"Carrion Rascal Shoulders",325,10000,7,999
11901,"Knight's Rascal Shoulders",326,892,17,895
11902,"Rampager's Rascal Shoulders",366,840,42,765
11904,"Carrion Prowler Shoulders",0,345,181,0
11905,"Knight's Prowler Shoulders",86,214,51,92
11906,"Valkyrie Prowler Shoulders",99,289,565,245
11907,"Cleric's Prowler Shoulders",86,285,61,96
11909,"Berserker's Prowler Shoulders",92,226,161,7
11910,"Cleric's Prowler Shoulders",0,172,442,0
11911,"Valkyrie Prowler Shoulders",85,385,255,250
11912,"Carrion Prowler Shoulders",0,370,203,0
11913,"Knight's Prowler Shoulders",85,699,194,36
11914,"Berserker's Prowler Shoulders",175,1375,69,24
11915,"Rampager's Prowler Shoulders",91,170,222,15
11917,"Rampager's Prowler Shoulders",0,326,75,0
11918,"Carrion Noble Shoulders",2119,3785,116,179
11919,"Cleric's Noble Shoulders",2220,4044,53,65
11921,"Berserker's Noble Shoulders",4427,8848,152,138
11922,"Rampager's Noble Shoulders",2225,3425,92,82
11923,"Knight's Noble Shoulders",1606,3999,98,69
11924,"Valkyrie Noble Shoulders",2083,4000,113,95
11925,"Carrion Emblazoned Shoulders",10019,16915,92,93
