Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin,Level,Rarity,Item Type
Rampager's Destroyer Sword,79827.3,147884,267898,11,7,53.979673257418,80,5,18
Knight's Destroyer Sword,94782.3,134748,270038,95,12,70.340413215781,80,5,18
Cleric's Destroyer Mace,69120.15,160292,269899,24,13,43.12139720011,80,5,18
Berserker's Destroyer Mace,52172,165001,255500,54,15,31.619202307865,80,5,18
Valkyrie Destroyer Mace,106764,122734,270000,15,11,86.988120651164,80,5,18
Rampager's Destroyer Mace,94718.3,117778,249998,9,8,80.421046375384,80,5,18
Knight's Destroyer Mace,81715.05,135010,254973,14,9,60.525183319754,80,5,18
Carrion Destroyer Shield,67063.45,102847,199897,21,13,65.207006524254,80,5,18
Cleric's Destroyer Shield,68858,112870,213800,83,13,61.006467617613,80,5,18
Berserker's Destroyer Shield,40331.15,140291,212499,103,20,28.748209079699,80,5,18
Rampager's Destroyer Shield,58377.25,108123,195885,174,14,53.991518918269,80,5,18
Knight's Destroyer Shield,79207.75,107786,219995,84,6,73.486120646466,80,5,18
Carrion Destroyer Axe,76457.5,140282,254990,14,13,54.502715957856,80,5,18
Cleric's Destroyer Axe,87415.75,132728,258995,17,12,65.86082062564,80,5,18
Berserker's Destroyer Axe,66383.65,151001,255749,114,12,43.962390977543,80,5,18
Valkyrie Destroyer Axe,80847,150606,272300,139,11,53.681128241903,80,5,18
Rampager's Destroyer Axe,98159.85,131322,269981,56,10,74.747452825878,80,5,18
Knight's Destroyer Axe,55248,167790,262400,34,10,32.92687287681,80,5,18
Carrion Destroyer Greatsword,116037.5,170402,336990,758,12,68.096325160503,80,5,18
Cleric's Destroyer Greatsword,90085.25,173400,309985,361,9,51.952277970012,80,5,18
Berserker's Destroyer Greatsword,46693.45,250054,349117,161,18,18.673346557144,80,5,18
Valkyrie Destroyer Greatsword,107595.75,181398,339995,207,11,59.314738861509,80,5,18
Rampager's Destroyer Greatsword,94390,160608,300000,164,11,58.770422394899,80,5,18
Knight's Destroyer Greatsword,52488,160010,250000,207,18,32.802949815637,80,5,18
Berserker's Destroyer Maul,75199.3,210397,335998,52,15,35.741621791185,80,5,18
Valkyrie Destroyer Maul,115585.45,181400,349397,12,8,63.71855016538,80,5,18
Rampager's Destroyer Maul,104694.9,189398,345994,30,9,55.277722045639,80,5,18
Knight's Destroyer Maul,105928,191400,349800,35,21,55.343782654127,80,5,18
Berserker's Destroyer Pike,58287,205211,310000,393,11,28.403448158237,80,5,18
Carrion Krait Crook,1963.4,3801,6784,190,42,51.654827676927,80,4,18
Cleric's Krait Crook,1393.3,3703,5998,260,81,37.626248987308,80,4,18
Berserker's Krait Crook,1375.75,3701,5975,330,39,37.172385841664,80,4,18
Rampager's Krait Crook,1080.25,3801,5745,318,211,28.420152591423,80,4,18
Knight's Krait Crook,2132.05,3810,6993,173,135,55.959317585302,80,4,18
Valkyrie Krait Crook,2267.3,3679,6998,323,63,61.62815982604,80,4,18
Cleric's Pearl Quarterstaff,5122.9,22750,32794,173,54,22.518241758242,80,5,18
Rampager's Pearl Quarterstaff,5472.45,22488,32897,143,46,24.334978655283,80,5,18
Knight's Pearl Quarterstaff,4620.5,22994,32490,140,33,20.094372444986,80,5,18
Valkyrie Pearl Quarterstaff,5044.15,23513,33599,137,16,21.452600688981,80,5,18
Cleric's Pearl Rod,4368.05,11009,18093,81,50,39.677082387138,80,5,18
Rampager's Pearl Rod,4720.65,11078,18589,66,32,42.612836252031,80,5,18
Valkyrie Pearl Rod,3382.15,10555,16399,66,44,32.043107531975,80,5,18
Cleric's Krait Wand,511.35,2947,4071,108,33,17.351543942993,80,4,18
Berserker's Krait Wand,965.95,3067,4747,55,38,31.4949462015,80,4,18
Valkyrie Krait Wand,566.2,3012,4212,63,19,18.798140770252,80,4,18
Cleric's Krait Star,708.6,2907,4256,36,34,24.37564499484,80,4,18
Knight's Krait Trident,775.85,2759,4161,60,29,28.120695904313,80,4,18
Cleric's Krait Recurve Bow,1398.8,2941,5108,174,46,47.562053723223,80,4,18
Berserker's Krait Recurve Bow,1905.05,3102,5893,77,68,61.41360412637,80,4,18
Carrion Krait Recurve Bow,3981.75,2982,8195,57,38,133.52615694165,80,4,18
Knight's Krait Recurve Bow,1144.4,2988,4864,63,50,38.299866131191,80,4,18
Valkyrie Krait Recurve Bow,1462.75,3002,5255,88,35,48.725849433711,80,4,18
Berserker's Pearl Stinger,4398.45,25262,34897,319,135,17.411329269258,80,5,18
Rampager's Pearl Stinger,30808.35,11665,49971,58,48,264.10930132876,80,5,18
Carrion Pearl Stinger,3541.95,12935,19387,48,40,27.382682643989,80,5,18
Knight's Pearl Stinger,7266.7,11620,22222,110,43,62.536144578313,80,5,18
Valkyrie Pearl Stinger,1500.75,12501,16475,152,113,12.005039596832,80,5,18
Carrion Pearl Needler,5005.2,12054,20072,78,55,41.523145843703,80,5,18
Berserker's Pearl Needler,2849.5,21705,28890,175,161,13.128311448975,80,5,18
Rampager's Pearl Needler,12505.15,12907,29899,84,43,96.886573177346,80,5,18
Knight's Pearl Needler,3488,13255,19700,82,74,26.314598264806,80,5,18
Carrion Krait Short Bow,1169.35,3054,4971,147,27,38.289129011133,80,4,18
Berserker's Krait Short Bow,1318.65,2937,5009,77,30,44.897854954035,80,4,18
Rampager's Krait Short Bow,3335.45,3018,7477,70,33,110.51855533466,80,4,18
Valkyrie's Krait Short Bow,2037.9,3055,5994,293,53,66.707037643208,80,4,18
Cleric's Pearl Siren,3190.15,10322,15899,83,79,30.906316605309,80,5,18
Cleric's Krait Whelk,1167.9,2990,4894,51,14,39.060200668896,80,4,18
Berserker's Krait Whelk,841.5,2888,4390,121,47,29.137811634349,80,4,18
Rampager's Krait Whelk,514,2901,4020,82,45,17.718028266115,80,4,18
Knight's Krait Brazier,933.05,2935,4553,40,14,31.790459965928,80,4,18
Valkyrie Krait Brazier,741.5,2903,4290,48,34,25.542542197726,80,4,18
Cleric's Pearl Brazier,2277.6,10892,15496,55,51,20.910760190966,80,5,18
Rampager's Pearl Brazier,1492.65,11280,15029,60,37,13.232712765957,80,5,18
Cleric's Pearl Handcannon,3833.75,11715,18295,71,43,32.725138711054,80,5,18
Rampager's Pearl Handcannon,4658,12340,20000,46,36,37.7471636953,80,5,18
Carrion Krait Handgun,1759.45,2928,5517,79,15,60.090505464481,80,4,18
Rampager's Krait Handgun,5597.3,2899,9998,49,9,193.07692307692,80,4,18
Carrion Krait Shooter,888.5,2892,4450,62,38,30.722683264177,80,4,18
Cleric's Krait Shooter,1146.6,2928,4796,72,58,39.159836065574,80,4,18
Rampager's Krait Shooter,1005.9,2897,4594,84,41,34.722126337591,80,4,18
Knight's Krait Shooter,1005.7,2887,4582,88,31,34.835469345341,80,4,18
Cleric's Pearl Blunderbuss,2842,11181,16500,134,68,25.418120025042,80,5,18
Cleric's Quaggan Speargun,2786.9,10806,15994,50,45,25.790301684249,80,5,18
Berserker's Quaggan Speargun,9648.05,32912,50073,50,29,29.31468765192,80,5,18
Rampager's Quaggan Speargun,2895.55,10416,15663,41,22,27.799059139785,80,5,18
Valkyrie Krait Harpoon Gun,819.15,2918,4399,29,22,28.072309801234,80,4,18
Corrupted Shard,24369.35,171206,230091,192,52,14.233934558368,80,5,18
Corrupted Harpoon Gun,61699.75,180612,285075,90,18,34.161489823489,80,5,18
Corrupted Greatbow,35566,215012,294800,96,22,16.541402340334,80,5,18
Corrupted Scepter,37611.85,140105,209081,89,33,26.845473038079,80,5,18
Corrupted Spear,59050.15,200112,304899,43,12,29.508550211881,80,5,18
Corrupted Blade,23222.8,180000,239088,114,26,12.901555555556,80,5,18
Corrupted Trident,37167.85,150001,220201,58,11,24.778401477323,80,5,18
Carrion Krait Ripper,929,3319,5000,336,104,27.990358541729,80,4,18
Berserker's Krait Ripper,2148.4,3701,6884,274,120,58.049175898406,80,4,18
Rampager's Krait Ripper,1573.85,3559,6041,204,49,44.221691486373,80,4,18
Valkyrie Krait Ripper,957,3631,5400,288,74,26.35637565409,80,4,18
Rampager's Pearl Carver,11416.15,22496,39899,72,6,50.747466216216,80,5,18
Valkyrie Pearl Carver,4357.2,24194,33592,138,30,18.009423824089,80,5,18
Cleric's Krait Machete,1483.5,3606,5990,182,67,41.139767054908,80,4,18
Cleric's Pearl Sabre,4932.9,23093,32974,95,71,21.361018490452,80,5,18
Knight's Pearl Sabre,4321.15,23981,33299,113,54,18.019056753263,80,5,18
Valkyrie Pearl Sabre,3755.15,24292,32999,75,52,15.458381360119,80,5,18
Cleric's Krait Morning Star,722,2863,4220,39,22,25.218302479916,80,4,18
Carrion Pearl Bludgeoner,4148,10725,17500,72,24,38.675990675991,80,5,18
Cleric's Pearl Bludgeoner,1817.65,16106,21089,94,48,11.285545759344,80,5,18
Knight's Pearl Bludgeoner,1486.6,11309,15056,65,44,13.145282518348,80,5,18
Carrion Krait Shell,6890.15,2967,11599,53,30,232.22615436468,80,4,18
Cleric's Krait Shell,953.1,2892,4526,53,16,32.95643153527,80,4,18
Rampager's Krait Shell,531.55,2886,4023,45,11,18.418225918226,80,4,18
Knight's Krait Shell,1055,2768,4500,33,27,38.114161849711,80,4,18
Valkyrie Krait Shell,904.15,2918,4499,35,26,30.985263879369,80,4,18
Rampager's Pearl Shell,3724.65,10595,16849,71,68,35.154789995281,80,5,18
Carrion Krait Battleaxe,905.3,3052,4658,94,57,29.6625163827,80,4,18
Cleric's Krait Battleaxe,1812.05,3110,5793,118,90,58.265273311897,80,4,18
Rampager's Krait Battleaxe,2918.15,2944,6899,39,35,99.121942934783,80,4,18
Knight's Krait Battleaxe,1925.9,2929,5714,125,62,65.752816660976,80,4,18
Valkyrie Krait Battleaxe,1418.9,2807,4974,134,22,50.548628428928,80,4,18
Cleric's Pearl Reaver,3977.15,13020,19999,103,54,30.546466973886,80,5,18
Valkyrie Pearl Reaver,4182.15,12815,19999,93,29,32.634802965275,80,5,18
Berserker's Krait Slayer,1114.55,4122,6163,1496,1305,27.039058709364,80,4,18
Knight's Krait Slayer,976.25,4109,5985,1484,975,23.758822097834,80,4,18
Valkyrie Krait Slayer,693.6,4401,5996,1166,899,15.760054533061,80,4,18
Carrion Pearl Broadsword,6202.65,27752,39949,226,38,22.350281060824,80,5,18
Cleric's Pearl Broadsword,4150.15,28912,38899,198,122,14.354420309906,80,5,18
Rampager's Pearl Broadsword,6383.95,27603,39987,200,134,23.127739738434,80,5,18
Knight's Pearl Broadsword,15200,29508,52600,200,195,51.511454520808,80,5,18
Valkyrie Pearl Broadsword,5763,29000,40900,306,210,19.872413793103,80,5,18
Carrion Krait Warhammer,1890.3,3121,5898,326,33,60.567125921179,80,4,18
Cleric's Krait Warhammer,1078.8,3227,5068,338,53,33.430430740626,80,4,18
Rampager's Krait Warhammer,1579.9,3122,5534,248,43,50.605381165919,80,4,18
Knight's Krait Warhammer,3105.15,3267,7499,243,69,95.045913682277,80,4,18
Valkyrie Krait Warhammer,1498.6,3511,5896,235,46,42.682996297351,80,4,18
Carrion Pearl Crusher,5717.15,18080,27999,97,70,31.621404867257,80,5,18
Cleric's Pearl Crusher,3570.45,20225,27997,128,115,17.653646477132,80,5,18
Berserker's Pearl Crusher,4035.8,22115,30768,129,111,18.249152159168,80,5,18
Rampager's Pearl Crusher,5221.8,18532,27948,146,106,28.177206993309,80,5,18
Knight's Pearl Crusher,5752.75,19826,30095,153,106,29.016190860486,80,5,18
Cleric's Krait Pilum,1079.6,2978,4776,40,31,36.252518468771,80,4,18
Rampager's Krait Pilum,547.75,2897,4055,30,23,18.907490507421,80,4,18
Knight's Krait Pilum,512,2886,4000,104,17,17.740817740818,80,4,18
Carrion Pearl Impaler,2786.75,10807,15995,49,43,25.786527250856,80,5,18
Cleric's Pearl Impaler,3285.35,10815,16591,45,39,30.377716134998,80,5,18
Berserker's Pearl Impaler,5864.15,32859,45559,61,53,17.846404333668,80,5,18
Stinger,89579.6,300565,458996,114,6,29.803736296641,80,5,18
Wisteria,1498,10859,14540,143,114,13.795008748504,80,5,18
Old Reliable,11452.75,30276,49095,98,21,37.827817413133,80,5,18
Wall of Thorns,1237.6,11966,15536,116,90,10.34263747284,80,5,18
Trusty Rusty,6759.15,31488,44999,46,26,21.465796493902,80,5,18
Rhendak's Trident,30835.75,100398,154395,17,6,30.713510229287,80,5,18
Call of the Commissar,2728.6,11716,16996,65,23,23.289518607033,80,5,18
Cinderspire's Rage,3852.85,25131,34101,139,26,15.331065218256,80,5,18
Knight's Darksteel Plated Inscription,1102.25,2487,4225,805,268,44.320466425412,65,3,5
Honed Steel Plated Inscription,705.1,845,1826,1840,393,83.443786982249,50,3,5
Vigorous Embroidered Wool Insignia,1025.85,1013,2401,681,102,101.26850937808,0,3,5
Strong Embroidered Cotton Insignia,548.5,733,1510,1522,482,74.829467939973,0,3,5
Strong Iron Plated Inscription,560.3,1221,2098,891,698,45.888615888616,35,3,5
Honed Iron Plated Inscription,507.8,1214,2028,1520,1222,41.828665568369,35,3,5
Hunter's Iron Plated Inscription,607.9,966,1854,1616,789,62.929606625259,35,3,5
Carrion Hard Inscription,908.9,784,1994,1343,567,115.93112244898,55,2,5
Rampager's Hard Inscription,527.85,355,1041,4617,523,148.69014084507,60,2,5
Cleric's Hard Inscription,906.35,699,1891,1694,414,129.66380543634,60,2,5
Berserker's Hard Inscription,537.5,1135,1970,3104,1478,47.356828193833,60,2,5
Cleric's Embroidered Linen Insignia,831.8,5021,6888,1047,37,16.566421031667,0,3,5
Assassin's Embroidered Linen Insignia,709.85,2723,4041,1192,545,26.068674256335,0,3,5
Rampager's Embroidered Linen Insignia,786.15,2679,4079,717,346,29.34490481523,0,3,5
Carrion Intricate Silk Insignia,1059.1,2582,4286,867,487,41.018590240124,0,4,5
Cleric's Intricate Silk Insignia,1509.35,4023,6511,581,193,37.518021377082,0,4,5
Assassin's Intricate Silk Insignia,560.65,2726,3869,1421,210,20.566764490095,0,4,5
Berserker's Intricate Silk Insignia,1133.4,2608,4404,1252,255,43.458588957055,0,4,5
Knight's Intricate Silk Insignia,845.75,2055,3415,850,116,41.155717761557,0,4,5
Ravaging Iron Plated Inscription,704.6,803,1776,1096,708,87.74595267746,35,3,5
Cleric's Darksteel Plated Inscription,2834.7,5240,9502,855,283,54.097328244275,65,3,5
Assassin's Darksteel Plated Inscription,2590.55,2510,6003,777,41,103.20916334661,65,3,5
Rampager's Darksteel Plated Inscription,1615,2548,4900,913,218,63.383045525903,65,3,5
Carrion Mithril Imbued Inscription,768.15,3819,5399,703,156,20.113904163394,80,4,5
Assassin's Mithril Imbued Inscription,568.9,3708,5034,717,246,15.342502696872,80,4,5
Berserker's Mithril Imbued Inscription,1000.45,3670,5497,924,103,27.260217983651,80,4,5
Rampager's Mithril Imbued Inscription,916.4,3386,5064,777,229,27.06438275251,80,4,5
Knight's Mithril Imbued Inscription,592.85,3758,5121,1216,353,15.775678552421,80,4,5
Valkyrie Mithril Imbued Inscription,846.05,3651,5293,790,114,23.173103259381,80,4,5
Carrion Linen Insignia,582.75,1077,1955,1383,552,54.108635097493,0,2,5
Valkyrie Linen Insignia,1029.65,1900,3449,721,116,54.192105263158,0,2,5
Carrion Embroidered Linen Insignia,628.4,2671,3884,1478,599,23.526769000374,0,3,5
Knight's Embroidered Linen Insignia,1372.8,2865,4988,684,288,47.916230366492,0,3,5
Valkyrie Embroidered Linen Insignia,801.95,2840,4287,910,236,28.237676056338,0,3,5
Carrion Intricate Gossamer Insignia,4753,37065,49200,148,107,12.823418319169,0,5,5
Valkyrie Intricate Gossamer Insignia,3884.6,37505,48696,335,77,10.357552326356,0,5,5
Assassin's Orichalcum Imbued Inscription,12562.2,61311,86912,126,54,20.489308606938,80,5,5
Rejuvenating Iron Plated Inscription,763.9,1252,2374,1232,333,61.014376996805,35,3,5
Rejuvenating Steel Plated Inscription,539.45,731,1497,1920,310,73.796169630643,50,3,5
Rejuvenating Iron Imbued Inscription,1004.9,3136,4874,488,177,32.044005102041,35,4,5
Honed Iron Imbued Inscription,522.75,2735,3835,300,211,19.113345521024,35,4,5
Strong Iron Imbued Inscription,1577,3096,5500,558,137,50.93669250646,35,4,5
Vigorous Iron Imbued Inscription,811,3012,4500,206,104,26.925630810093,35,4,5
Hearty Iron Imbued Inscription,1334.35,3569,5771,451,135,37.387223311852,35,4,5
Rejuvenating Steel Imbued Inscription,1506.95,3359,5727,705,64,44.8630544805,50,4,5
Honed Steel Imbued Inscription,1299.15,3237,5339,748,89,40.134383688601,50,4,5
Hunter's Steel Imbued Inscription,812.9,2920,4394,272,95,27.83904109589,50,4,5
Vigorous Steel Imbued Inscription,907.6,2402,3896,837,139,37.785179017485,50,4,5
Carrion Darksteel Imbued Inscription,5218.7,3264,9982,587,52,159.88664215686,65,4,5
Cleric's Darksteel Imbued Inscription,1273.65,7130,9889,438,75,17.863253856942,65,4,5
Assassin's Darksteel Imbued Inscription,5003.3,2813,9198,1302,241,177.86349093494,65,4,5
Berserker's Darksteel Imbued Inscription,5163.3,5033,11998,909,72,102.58891317306,65,4,5
Valkyrie Darksteel Imbued Inscription,1152.5,4583,6750,397,63,25.147283438796,65,4,5
Rampager's Darksteel Imbued Inscription,3699.3,3505,8478,484,177,105.54350927247,65,4,5
Knight's Darksteel Imbued Inscription,4463.45,4967,11097,905,45,89.862089792631,65,4,5
Ravaging Intricate Wool Insignia,981.65,1404,2809,540,41,69.918091168091,35,4,5
Rejuvenating Intricate Wool Insignia,1059.2,2400,4072,482,79,44.133333333333,35,4,5
Honed Intricate Wool Insignia,1626.9,1494,3674,412,137,108.89558232932,35,4,5
Hunter's Intricate Wool Insignia,1073.2,2318,3992,738,265,46.298533218292,35,4,5
Hearty Intricate Wool Insignia,573.95,3714,5047,448,176,15.453688745288,35,4,5
Ravaging Intricate Cotton Insignia,754.45,1740,2937,523,43,43.359195402299,50,4,5
Rejuvenating Intricate Cotton Insignia,1240.65,2556,4469,394,84,48.538732394366,50,4,5
Honed Intricate Cotton Insignia,1118.4,1943,3604,392,113,57.560473494596,50,4,5
Hunter's Intricate Cotton Insignia,597.25,1938,2985,698,29,30.817853457172,50,4,5
Strong Intricate Cotton Insignia,979.3,2587,4198,474,82,37.854657904909,50,4,5
Vigorous Intricate Cotton Insignia,975.45,2029,3537,766,185,48.075406604239,50,4,5
Hearty Intricate Cotton Insignia,838.75,1943,3275,539,64,43.167781780751,50,4,5
Carrion Intricate Linen Insignia,2683.35,4294,8211,728,106,62.490684676292,65,4,5
Cleric's Intricate Linen Insignia,3071.75,7105,11975,500,101,43.233638282899,65,4,5
Assassin's Intricate Linen Insignia,5938.15,2559,9999,863,31,232.04962876123,65,4,5
Berserker's Intricate Linen Insignia,1466.95,6000,8787,269,147,24.449166666667,65,4,5
Rampager's Intricate Linen Insignia,2039.2,4021,7132,340,29,50.713752797811,65,4,5
Knight's Intricate Linen Insignia,2948.5,4351,8590,565,57,67.766030797518,65,4,5
Mini River Drake Broodmother,5075.9,46002,60094,255,54,11.034085474545,0,4,11
Mini Modniir Berserker,918.45,4602,6497,276,169,19.957627118644,0,2,11
Mini Seraph Heavy Guard,984.9,4703,6694,483,197,20.941951945567,0,2,11
Mini Seraph Mage,1091.3,4855,6998,221,219,22.477857878476,0,2,11
Mini Eir Stegalkin,7672.4,64103,84444,536,108,11.968862611734,0,4,11
Mini Svanir Berserker,1607.45,7313,10497,170,94,21.980719267059,0,3,11
Mini Frost Drake,1057,5231,7400,378,166,20.206461479641,0,2,11
Mini Ice Elemental,1869.75,9004,12795,289,138,20.765770768547,0,3,11
Mini White Moa,6518.45,48302,64497,175,62,13.495196886257,0,4,11
Mini Dredge Excavator,930.95,5006,6987,201,170,18.596683979225,0,2,11
Mini Comrade Molechev,7184.95,45502,61987,130,77,15.790404817371,0,4,11
Mini Storm Imp,1666.1,6106,9146,333,167,27.286275794301,0,2,11
Mini Green Moa,1318.05,6409,9093,176,152,20.565610859729,0,2,11
Mini Hylek Nahualli,1946,5702,9000,263,65,34.128376008418,0,2,11
Mini Mark I Assault Golem,1891.5,10015,14010,200,173,18.886669995007,0,3,11
Mini PK 632Z,1641.05,11101,14993,335,111,14.782902441222,0,3,11
Mini Brown Bear,1096.15,7401,9999,379,142,14.810836373463,0,2,11
Mini Minotaur,1221.3,6306,8858,207,167,19.367269267364,0,2,11
Mini Polar Bear,3012.2,16104,22492,282,129,18.704669647293,0,3,11
Mini Air Elemental,2342.2,14802,20172,1286,81,15.823537359816,0,3,11
Mini Snow Leopard,7431.85,52101,70041,253,81,14.264313544846,0,4,11
Mini Jungle Stalker,1312.5,7517,10390,297,128,17.460423041107,0,2,11
Mini Skritt Forager,1537.55,6606,9583,271,137,23.275052982137,0,2,11
Mini Skale Blighter,1030.95,5756,7987,240,150,17.910875608061,0,2,11
Mini Devourer,1017.3,6102,8378,473,266,16.671583087512,0,2,11
Mini Chromatic Ooze,7372.4,52503,70444,394,79,14.041864274422,0,4,11
Mini Wasp,1316.1,6762,9506,289,100,19.463176574978,0,2,11
Mini Undead Chicken,48298.25,376602,499885,1278,34,12.824746018343,0,5,11
Mini Colocal,1188.6,5606,7996,289,124,21.202283267927,0,2,11
Mini Harpy Warrior,1142.45,5602,7937,174,117,20.393609425205,0,2,11
Mini Krait Slaver,1045.9,6002,8294,214,129,17.425858047318,0,2,11
Mini Icebrood Quaggan,5068.6,47201,61496,361,89,10.738331815004,0,4,11
Mini Ettin,1555,6008,8900,444,147,25.882157123835,0,2,11
Mini Orrian Wraith,47111.75,305122,414395,491,51,15.44029929012,0,5,11
Mini Shade,1476.15,14501,18799,275,106,10.179642783256,0,3,11
Mini Ascalonian Mage,2223.05,7204,11093,239,126,30.858550805108,0,3,11
Mini Black Moa,30306.45,250002,329777,63,53,12.122483020136,0,5,11
Ash Dye,839.2,6700,8872,749,157,12.525373134328,0,4,3
Black Dye,11433.95,112109,145347,5952,121,10.198958156794,0,4,3
Graphite Dye,609.95,1638,2647,278,134,37.237484737485,0,3,3
Icing Dye,1367.8,12662,16508,481,162,10.802400884536,0,4,3
Robin Dye,755.5,1444,2590,258,115,52.319944598338,0,3,3
Pitch Dye,1785.2,9834,13672,373,201,18.153345535896,0,3,3
Blue Rose Dye,6574.5,2000,10090,435,48,328.725,0,3,3
Ocean Dye,734.15,2663,3999,194,163,27.56853173113,0,3,3
Starry Night Dye,1056.75,7012,9495,202,132,15.070593268682,0,4,3
Night Air Dye,4346.75,3807,9595,413,81,114.17783031258,0,3,3
Sand Dye,845.85,4610,6421,258,241,18.348156182213,0,4,3
Quickstalk Dye,500.05,1345,2173,295,112,37.17843866171,0,3,3
Dapple Dye,594.5,4903,6470,324,269,12.125229451356,0,4,3
Hush Dye,517.45,1450,2317,361,134,35.686206896552,0,3,3
Spring Dye,1032.25,4614,6645,389,178,22.372128305158,0,4,3
Cashmere Dye,695.75,1168,2195,381,96,59.567636986301,0,3,3
Cocoa Dye,815.1,4934,6766,288,147,16.520064856101,0,4,3
Royal Blue Dye,1033.5,7337,9850,353,112,14.086138748807,0,4,3
Terracotta Dye,543.55,1259,2123,505,168,43.173153296267,0,3,3
Taro Dye,743.85,4627,6321,269,223,16.076291333477,0,4,3
Charcoal Dye,1005.95,5611,7787,294,90,17.92817679558,0,4,3
Ivory Dye,601.3,4750,6298,331,158,12.658947368421,0,4,3
Natural Dye,588.45,852,1697,4490,287,69.066901408451,0,2,3
Walnut Dye,643.05,1287,2273,404,235,49.965034965035,0,3,3
Amber Dye,1000.65,4360,6309,274,220,22.950688073394,0,4,3
Emerald Dye,655.6,4779,6396,204,171,13.718351119481,0,4,3
Shy Iris Dye,1246.8,3926,6088,352,165,31.75751400917,0,4,3
Pumpkin Pie Dye,757.8,1134,2228,252,164,66.825396825397,0,3,3
Country Blue Dye,919.8,4542,6428,439,245,20.250990752972,0,4,3
Old Jeans Dye,978.3,7008,9398,197,120,13.959760273973,0,4,3
Ceylon Dye,760.65,4719,6449,330,177,16.118881118881,0,4,3
Kelly Dye,539.5,1490,2390,407,133,36.208053691275,0,3,3
Summer Grass Dye,842.7,1027,2202,520,183,82.05452775073,0,3,3
Gunmetal Dye,1781.45,5014,7997,293,80,35.529517351416,0,3,3
Oil Slick Dye,951.65,4528,6449,353,163,21.017005300353,0,4,3
Night Iris Dye,508.3,4656,6078,334,149,10.917096219931,0,4,3
Pumpkin Dye,625.8,4649,6208,189,132,13.460959346096,0,4,3
Remembrance Dye,642.25,1434,2445,218,182,44.787308228731,0,3,3
Crisp Mint Dye,925.45,4510,6397,166,126,20.519955654102,0,4,3
Midnight Purple Dye,1407,7601,10600,203,100,18.510722273385,0,4,3
Chalkboard Dye,1286.15,2111,3999,388,73,60.926101373757,0,3,3
Wintergreen Dye,844.85,1381,2621,266,118,61.176683562636,0,3,3
White Gold Dye,2265.8,10523,15048,476,168,21.531882543001,0,4,3
Midnight Gold Dye,1365.75,4068,6395,181,167,33.573008849558,0,4,3
Lemon Tint Dye,954.3,4142,5998,299,130,23.039594398841,0,4,3
Indigo Dye,689,4749,6400,305,193,14.508317540535,0,4,3
Lime Dye,644.3,1307,2298,395,206,49.2960979342,0,3,3
Midnight Fire Dye,8195.3,51301,69998,866,205,15.974932262529,0,4,3
Midnight Ice Dye,9788.5,95601,123990,1422,166,10.238909634836,0,4,3
Midnight Violet Dye,903.6,4735,6636,191,162,19.083421330517,0,4,3
Pink Dye,5659.9,2901,10074,708,56,195.10168907273,0,3,3
Evergreen Dye,1078.25,828,2245,357,151,130.22342995169,0,3,3
Iris Dye,853.8,4744,6588,293,175,17.997470489039,0,4,3
Wine Dye,1048.3,6343,8698,312,159,16.526880025225,0,4,3
Plum Dye,1922.3,4024,6998,230,159,47.770874751491,0,4,3
Silver Dye,1611,12905,17080,589,138,12.483533514142,0,4,3
Tungsten Dye,671.1,1270,2286,685,129,52.842519685039,0,3,3
Midnight Green Dye,3565.2,5011,10092,515,99,71.147475553782,0,3,3
Midnight Red Dye,608.15,5509,7199,188,187,11.039208567798,0,4,3
Midnight Teal Dye,642.5,2407,3590,253,132,26.692978811799,0,3,3
Blue Tint Dye,851.3,1015,2198,398,194,83.871921182266,0,3,3
Frost Dye,782.45,5503,7397,299,225,14.218608031983,0,4,3
Grape Shade Dye,890.95,1017,2247,272,124,87.605703048181,0,3,3
Mint Frost Dye,835.45,4515,6297,191,189,18.503875968992,0,4,3
Rose Tint Dye,1269.2,4111,6332,200,194,30.87326684505,0,4,3
Violet Tint Dye,672,1451,2500,540,222,46.31288766368,0,3,3
Olive Oil Dye,2029.45,2216,4997,449,133,91.581678700361,0,3,3
Creamsicle Dye,784.8,4643,6388,239,235,16.902864527245,0,4,3
Iris Blush Dye,666.75,1197,2195,311,211,55.701754385965,0,3,3
Thistle Dye,634.65,1309,2289,209,153,48.483575248281,0,3,3
Cotton Candy Dye,532.65,4641,6089,531,230,11.477052359405,0,4,3
Hot Pink Dye,1694.45,6801,9997,331,157,24.914718423761,0,4,3
Maroon Dye,980.6,4624,6596,257,177,21.206747404844,0,4,3
Sherbert Dye,658.3,1208,2198,414,170,54.495033112583,0,3,3
Turquoise Dye,789.45,4663,6417,169,132,16.930087926228,0,4,3
Afternoon Dye,925.95,1917,3347,250,127,48.302034428795,0,3,3
Hazel Dye,3848.35,6002,11591,548,90,64.117794068644,0,3,3
Heather Dye,760.65,1115,2209,272,142,68.219730941704,0,3,3
Mint Ice Dye,552,1333,2220,577,122,41.410352588147,0,3,3
Mullberry Dye,3371.5,2704,7150,434,122,124.68565088757,0,3,3
Nickel Dye,617.2,1244,2192,536,126,49.614147909968,0,3,3
Pastel Citrus Dye,759.5,1117,2210,404,257,67.994628469114,0,3,3
Pastel Lime Dye,6410.45,3020,11097,698,105,212.26655629139,0,3,3
Pastel Winter Dye,520.5,1339,2190,487,172,38.872292755788,0,3,3
